property_type,price,bedRoom,bathroom,balcony,agePossession,sector,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,1.0,3.0,3,3+,Relatively New,sector 37c,1708.0,0,0,2,Low,Mid Floor
flat,1.1,3.0,3,3+,New Property,sector 103,1500.0,0,0,0,Medium,Mid Floor
flat,2.1,3.0,2,3,Under Construction,sector 61,1530.0,0,0,0,Medium,Mid Floor
flat,0.9,4.0,4,3,Moderately Old,sector 85,1575.0,0,0,2,Low,Mid Floor
house,9.9,2.0,2,2,Moderately Old,sector 105,2000.0,0,0,0,Low,Mid Floor
flat,0.3,1.0,1,1,New Property,sector 84,500.0,0,0,2,Low,High Floor
flat,1.2,3.0,2,3+,Relatively New,sector 104,1607.0,0,0,2,Medium,High Floor
house,4.75,6.0,7,0,Moderately Old,sector 1,4500.0,0,0,0,Low,Mid Floor
flat,0.99,2.0,2,2,Relatively New,sector 77,1123.0,0,0,0,Medium,Low Floor
flat,1.0,4.0,4,3,New Property,sector 92,1818.0,0,0,0,Low,High Floor
flat,1.15,2.0,2,3,Relatively New,sector 84,1357.0,0,0,2,Low,Mid Floor
flat,0.6,2.0,2,3,Under Construction,sector 37c,1174.0,0,0,0,Medium,Mid Floor
flat,0.48,2.0,2,1,Relatively New,sector 81,611.0,0,0,2,Medium,Mid Floor
house,3.5,5.0,4,2,Old Property,sector 5,2367.0,0,0,0,Low,Low Floor
flat,1.0,2.0,2,2,Under Construction,sector 89,1230.0,0,0,0,Low,Low Floor
flat,0.47,2.0,2,1,Relatively New,sector 102,580.0,0,1,0,Medium,Mid Floor
house,5.1,3.0,2,0,Old Property,sector 23,3078.0,0,0,0,Low,Low Floor
house,10.5,5.0,4,3+,Relatively New,sector 108,7331.0,0,0,0,Medium,Low Floor
house,0.9,2.0,4,3,Moderately Old,sector 13,785.0,1,0,0,Low,Mid Floor
flat,0.39,2.0,2,2,Relatively New,sector 81,667.0,0,0,0,Low,Mid Floor
house,3.51,4.0,4,3,New Property,sector 54,2844.0,1,0,0,Medium,Mid Floor
flat,2.3,3.0,4,3+,New Property,sector 81,1883.0,1,0,1,High,Mid Floor
flat,1.85,3.0,3,3+,Relatively New,sector 82,1664.0,0,0,2,Low,Low Floor
flat,1.09,2.0,2,3,Relatively New,sector 85,1475.0,0,0,0,Low,Mid Floor
flat,0.93,2.0,2,2,New Property,sector 68,1200.0,0,0,0,Low,High Floor
flat,2.25,3.0,4,3+,Relatively New,sector 104,2297.0,1,0,2,High,Mid Floor
house,12.0,5.0,6,3,Relatively New,sector 109,7000.0,1,0,2,High,Low Floor
house,3.25,4.0,3,3+,Under Construction,sector 103,4000.0,0,0,0,Medium,High Floor
house,2.25,1.0,3,3,Relatively New,sector 46,90.0,0,0,2,Low,Mid Floor
flat,1.9,4.0,4,3+,Relatively New,sector 90,2505.0,1,1,2,High,High Floor
flat,0.66,2.0,2,3+,Relatively New,sector 37c,1310.0,0,0,0,Medium,High Floor
house,4.7,6.0,6,3+,Old Property,sector 22,2368.0,0,1,2,Medium,Low Floor
flat,0.41,2.0,2,3,New Property,sector 36,654.0,0,0,0,Low,Mid Floor
flat,1.55,4.0,4,3+,Relatively New,sector 77,1800.0,1,0,1,Low,Low Floor
house,6.0,4.0,4,3+,Moderately Old,sector 48,2700.0,1,0,0,Medium,Low Floor
flat,1.2,3.0,3,2,New Property,sector 89,1581.0,0,0,0,Low,Low Floor
flat,0.81,3.0,3,3+,Moderately Old,sector 1,1900.0,1,0,0,Medium,Low Floor
flat,2.25,3.0,3,3,New Property,sector 77,1800.0,1,0,2,Low,High Floor
flat,2.9,4.0,4,0,Relatively New,sector 65,2194.0,0,1,0,Medium,Low Floor
flat,2.45,4.0,4,3+,Relatively New,sector 56,2900.0,0,0,2,Medium,Low Floor
flat,2.29,2.0,2,3,Under Construction,sector 65,1592.0,0,0,0,Low,Mid Floor
house,6.8,4.0,5,3,Relatively New,sector 109,5400.0,1,0,0,Low,Low Floor
house,17.0,5.0,6,3,Old Property,sector 26,4518.0,1,1,2,Medium,Low Floor
flat,3.15,3.0,4,3+,Relatively New,sector 67,2207.0,1,0,2,Medium,High Floor
flat,1.25,3.0,3,2,New Property,sector 89,1581.0,0,0,0,Low,Mid Floor
flat,1.75,3.0,4,3+,Moderately Old,sector 54,1900.0,1,0,2,Medium,Mid Floor
flat,0.37,1.0,1,2,Relatively New,sector 71,425.0,0,0,2,Low,Low Floor
flat,1.48,3.0,3,2,New Property,sector 84,1619.0,1,1,2,Medium,Low Floor
flat,1.49,3.0,3,3,Relatively New,sector 102,1311.0,0,0,2,High,Mid Floor
flat,1.15,2.0,2,3+,Relatively New,sector 85,1376.0,0,1,0,High,High Floor
flat,2.0,5.0,4,3,Old Property,sector 39,3556.0,1,0,1,Low,Mid Floor
flat,0.85,3.0,3,2,Relatively New,sector 108,1500.0,1,0,0,Medium,Low Floor
house,2.9,7.0,7,3,Old Property,sector 12,2700.0,0,0,0,Low,Low Floor
flat,0.56,2.0,2,2,Relatively New,sector 95,1364.0,0,0,0,Low,Mid Floor
flat,2.65,3.0,3,3,Relatively New,sector 67,2047.0,0,0,2,High,Low Floor
house,5.65,4.0,4,3+,New Property,sector 109,5400.0,1,0,2,Low,Low Floor
flat,1.15,3.0,4,2,Old Property,sector 12a,2000.0,1,0,2,Low,Low Floor
flat,0.58,3.0,3,3,New Property,sector 92,1274.0,0,0,0,Medium,Mid Floor
flat,1.9,3.0,3,3,Relatively New,sector 72,1975.0,0,0,0,Low,Mid Floor
flat,1.2,3.0,4,3+,Relatively New,sector 106,1186.0,1,0,0,High,Mid Floor
flat,3.35,4.0,4,3+,Relatively New,sector 113,2991.0,1,0,0,High,High Floor
flat,0.73,3.0,3,3+,Moderately Old,sector 1,1700.0,1,0,0,Medium,Low Floor
flat,11.25,4.0,5,3+,Relatively New,sector 48,4422.0,1,0,0,Low,Low Floor
flat,3.4,4.0,5,3+,Relatively New,sector 111,2655.0,1,0,0,Medium,High Floor
flat,10.75,5.0,7,3,Relatively New,sector 62,4963.0,1,0,2,High,Mid Floor
flat,1.55,3.0,4,3,Relatively New,sector 92,1796.0,1,0,2,Medium,High Floor
flat,3.0,4.0,5,3+,Relatively New,sector 66,2100.0,1,0,2,Low,Mid Floor
house,5.0,4.0,4,3+,Relatively New,sector 82,3240.0,1,1,0,Low,Mid Floor
flat,1.45,3.0,3,3,Relatively New,sector 79,2161.0,0,0,0,Low,Mid Floor
flat,1.0,3.0,2,2,Moderately Old,sector 70,1078.0,0,0,0,Medium,Mid Floor
flat,1.3,3.0,3,3+,Relatively New,sector 79,1209.0,0,0,2,Medium,Low Floor
flat,0.42,2.0,2,2,Relatively New,sector 37c,833.0,0,0,0,Low,Mid Floor
flat,1.67,4.0,4,3,Relatively New,sector 37,2091.0,0,0,2,Medium,High Floor
flat,3.1,4.0,6,3+,Relatively New,sector 69,2809.0,1,0,0,High,High Floor
flat,1.72,4.0,4,1,Relatively New,sector 69,1773.0,0,0,0,Medium,High Floor
flat,1.2,3.0,3,3,Relatively New,sector 37,1000.0,0,1,0,Medium,Mid Floor
flat,1.9,2.0,2,2,Relatively New,sector 108,1243.0,0,0,0,Medium,Mid Floor
flat,1.1,3.0,2,3,New Property,sector 89,1550.0,0,0,0,Low,Mid Floor
flat,0.9,1.0,1,0,Relatively New,sector 62,639.0,0,0,0,Low,Low Floor
flat,1.25,2.0,2,3,Relatively New,sector 79,1383.0,0,0,0,Low,Low Floor
flat,1.05,2.0,2,2,Under Construction,sector 89,1103.0,0,0,0,Low,Mid Floor
flat,3.45,4.0,4,3+,New Property,sector 81,2585.0,1,0,1,High,Mid Floor
flat,1.9,4.0,4,3,Relatively New,sector 91,2452.0,1,0,0,Medium,Mid Floor
flat,0.81,2.0,2,2,Relatively New,sector 82,1170.0,0,0,2,Medium,High Floor
house,1.18,3.0,3,3+,Relatively New,sector 70,1611.0,0,0,2,High,Low Floor
flat,1.6,3.0,3,3,Under Construction,sector 99a,1800.0,0,0,0,Low,Mid Floor
flat,3.45,4.0,4,3+,Moderately Old,sector 81,2513.0,1,0,0,Medium,High Floor
flat,1.7,3.0,4,3+,Relatively New,sector 102,1700.0,1,0,2,High,Mid Floor
flat,2.6,4.0,4,3+,Relatively New,sector 104,2835.0,1,0,0,Medium,High Floor
flat,2.65,4.0,4,3+,Relatively New,sector 104,2890.0,1,0,0,Low,High Floor
house,4.7,3.0,3,2,Old Property,sector 57,2160.0,1,0,0,Low,Low Floor
house,0.34,2.0,2,2,Moderately Old,sector 110,270.0,0,0,0,Low,Mid Floor
house,9.4,5.0,6,3+,Relatively New,sector 109,3600.0,1,1,2,Medium,Low Floor
flat,1.5,4.0,3,3+,Moderately Old,sector 9,2056.0,0,0,0,Low,Mid Floor
flat,0.45,1.0,1,2,Relatively New,sector 102,750.0,0,0,0,Low,Mid Floor
flat,1.3,2.0,2,2,New Property,sector 85,1476.0,0,0,0,Medium,High Floor
flat,3.5,3.0,4,3+,New Property,sector 22,2000.0,1,0,2,Medium,Mid Floor
flat,0.84,2.0,2,2,Moderately Old,sector 83,1121.0,0,0,2,High,Mid Floor
flat,0.38,2.0,2,1,Relatively New,sector 37c,925.0,0,0,0,Medium,Mid Floor
flat,6.75,4.0,4,3+,New Property,sector 72,4000.0,1,0,2,High,Low Floor
flat,1.18,3.0,3,2,Relatively New,sector 83,1614.0,0,0,0,Low,High Floor
flat,3.0,3.0,3,3,Relatively New,sector 60,2400.0,1,0,2,High,Mid Floor
flat,1.5,3.0,4,3+,Relatively New,sector 79,1412.0,1,0,2,Medium,High Floor
flat,1.8,3.0,4,0,Relatively New,sector 83,1900.0,0,0,0,Medium,Mid Floor
house,3.09,5.0,5,3+,Relatively New,sector 72,3653.0,1,0,2,Low,High Floor
flat,0.8,1.0,1,0,Relatively New,sector 67,610.0,0,0,0,Low,Low Floor
flat,4.8,3.0,4,3+,New Property,sector 53,2895.0,0,0,0,Medium,High Floor
house,0.92,4.0,1,0,Moderately Old,sector 3,603.0,0,0,0,Low,Low Floor
flat,0.6,1.0,1,1,Moderately Old,sector 2,662.0,0,0,2,Medium,Mid Floor
flat,1.45,3.0,4,3+,Relatively New,sector 107,1900.0,1,0,0,Medium,Mid Floor
flat,1.76,3.0,3,3,Relatively New,sector 102,1523.0,0,0,0,Medium,Low Floor
flat,2.7,3.0,3,3,Relatively New,sector 65,1650.0,1,1,2,Medium,Mid Floor
house,2.3,5.0,3,3+,Old Property,sector 7,1350.0,1,0,0,Low,Mid Floor
flat,2.9,4.0,4,3+,Under Construction,sector 113,2553.0,1,0,0,Low,High Floor
flat,0.8,2.0,2,3+,Relatively New,sector 107,1201.0,0,0,2,High,Mid Floor
house,8.0,4.0,5,3+,Old Property,sector 7,3600.0,1,0,0,Low,Low Floor
flat,5.0,3.0,3,3,Relatively New,sector 65,3245.0,1,0,2,High,Low Floor
flat,2.25,3.0,3,2,Relatively New,sector 111,1530.0,0,0,0,Medium,High Floor
flat,3.72,5.0,4,3+,New Property,sector 113,2956.0,0,0,1,Low,Low Floor
flat,1.29,3.0,3,3+,Relatively New,sector 90,1817.0,1,0,0,High,High Floor
flat,1.69,3.0,3,2,Relatively New,sector 79,1785.0,0,0,0,Medium,Mid Floor
flat,1.4,2.0,2,2,Relatively New,sector 67,1146.0,0,0,0,Medium,Mid Floor
flat,0.24,1.0,1,1,New Property,sector 36,458.0,0,0,0,Medium,Mid Floor
house,27.5,6.0,7,3+,Relatively New,sector 43,11286.0,1,0,2,Low,Mid Floor
flat,1.5,3.0,4,0,Relatively New,sector 108,2850.0,0,0,0,Low,High Floor
flat,1.3,3.0,3,3,Relatively New,sector 102,1311.0,1,0,2,Medium,Mid Floor
flat,2.65,3.0,4,3+,Moderately Old,sector 60,2037.0,1,0,2,High,Mid Floor
flat,2.65,3.0,4,2,Relatively New,sector 111,2080.0,1,0,2,High,Mid Floor
flat,0.68,3.0,3,3,Moderately Old,sector 1a,1526.0,0,0,0,Low,Low Floor
flat,1.38,3.0,3,1,Relatively New,sector 69,1384.0,0,0,0,Medium,High Floor
house,4.6,6.0,6,3,Old Property,sector 57,2700.0,1,1,1,Medium,Mid Floor
flat,2.2,3.0,3,2,New Property,sector 61,1721.0,0,0,0,High,Mid Floor
flat,1.6,3.0,3,3,Relatively New,sector 109,1550.0,0,0,0,Medium,Mid Floor
flat,1.25,3.0,3,3+,Relatively New,sector 90,1929.0,1,0,0,Medium,Mid Floor
flat,1.33,2.0,2,3,Relatively New,sector 79,1403.0,0,0,0,High,Mid Floor
flat,1.51,4.0,4,3+,Relatively New,sector 90,2362.0,1,0,2,Medium,Mid Floor
house,9.54,6.0,5,3+,New Property,sector 28,3240.0,1,1,0,High,Mid Floor
flat,1.0,2.0,2,2,Relatively New,sector 79,1300.0,0,0,0,Low,Mid Floor
flat,0.36,2.0,2,1,Relatively New,sector 107,598.0,0,0,0,Low,Mid Floor
flat,1.1,2.0,2,2,Relatively New,sector 70,1305.0,0,0,0,Low,Mid Floor
flat,0.71,2.0,2,0,Under Construction,sector 79,1295.0,0,0,0,Low,Mid Floor
flat,0.27,2.0,2,0,Relatively New,sector 95,756.0,0,0,0,Low,Low Floor
flat,2.7,4.0,3,3,Old Property,sector 12a,3150.0,0,0,0,Low,Mid Floor
flat,1.5,4.0,5,3+,New Property,sector 1a,2123.0,1,0,0,Low,Mid Floor
house,6.75,4.0,4,3,Relatively New,sector 49,2088.0,1,0,2,Low,Mid Floor
house,3.75,3.0,3,1,Old Property,sector 49,1701.0,0,0,2,Low,Low Floor
flat,2.4,3.0,3,2,New Property,sector 45,194.0,1,0,2,Low,Low Floor
flat,2.07,3.0,3,3,Relatively New,sector 69,1631.0,0,0,0,Low,High Floor
flat,1.3,4.0,4,3+,Relatively New,sector 82,1764.0,1,0,0,Medium,Low Floor
flat,0.49,2.0,2,1,Relatively New,sector 107,598.0,0,0,1,Low,Mid Floor
flat,1.65,2.0,2,2,Relatively New,sector 22,1200.0,0,0,1,Medium,Mid Floor
flat,0.4,2.0,2,1,Relatively New,sector 107,575.0,0,0,2,Medium,Mid Floor
flat,3.4,3.0,4,3,Relatively New,sector 67,2122.0,1,0,2,High,High Floor
flat,1.6,3.0,3,2,New Property,sector 67,1342.0,0,1,2,Medium,Mid Floor
house,3.35,1.0,1,0,Old Property,c block sushant lok phase 1,1242.0,0,0,0,Low,Low Floor
flat,6.75,4.0,6,3+,Moderately Old,sector 54,2455.0,1,0,2,Medium,High Floor
flat,1.4,3.0,3,3+,Relatively New,sector 37c,1890.0,1,0,0,Medium,Mid Floor
flat,0.4,2.0,2,3,Under Construction,sector 37c,756.0,0,0,0,Medium,Mid Floor
flat,0.35,2.0,2,0,Relatively New,sector 95,637.0,0,0,0,Low,Mid Floor
flat,1.7,4.0,4,3,New Property,sector 68,1799.0,0,0,0,Low,Low Floor
house,6.8,4.0,4,3+,Relatively New,sector 82,3240.0,1,0,1,Medium,Mid Floor
flat,1.85,2.0,3,3,Relatively New,sector 66,1470.0,1,0,2,Medium,High Floor
flat,1.3,3.0,3,3+,Relatively New,sector 90,1929.0,1,0,2,Medium,Mid Floor
flat,3.29,3.0,3,3+,Relatively New,sector 112,2225.56,1,0,2,High,Low Floor
house,3.5,3.0,3,2,Relatively New,sector 38,1440.0,0,0,0,Low,Low Floor
flat,1.1,2.0,4,3+,Under Construction,sector 88b,1350.0,0,0,0,Medium,Low Floor
flat,0.9,2.0,2,2,New Property,sector 68,1311.0,0,0,0,Low,Low Floor
house,2.95,4.0,4,3+,Old Property,sector 2,1845.0,0,0,0,Low,Low Floor
flat,1.2,3.0,3,2,Moderately Old,sector 78,2039.0,0,0,1,Low,Mid Floor
flat,0.28,2.0,2,2,Relatively New,sector 107,543.0,0,0,0,Low,Mid Floor
house,0.69,1.0,1,1,Old Property,sector 7,758.0,0,0,0,Low,Low Floor
flat,1.32,3.0,3,3+,Relatively New,sector 103,1300.0,0,0,0,Low,Mid Floor
flat,1.43,3.0,3,3+,Relatively New,sector 37c,1829.0,1,0,0,Low,Low Floor
flat,1.35,4.0,4,3+,Relatively New,sector 106,2100.0,1,0,2,High,High Floor
flat,1.35,3.0,4,2,Moderately Old,sector 33,1391.0,1,0,0,Low,Mid Floor
flat,2.4,2.0,2,2,New Property,sector 108,1243.0,0,0,2,Medium,High Floor
flat,0.6,2.0,2,2,Relatively New,sector 95,968.0,0,0,0,Low,High Floor
flat,2.65,3.0,4,3,Relatively New,sector 104,2084.0,1,0,2,High,High Floor
flat,1.25,3.0,4,3+,Relatively New,sector 86,1737.0,1,0,0,Medium,Low Floor
flat,0.86,2.0,2,2,New Property,sector 77,1208.0,0,0,2,Medium,High Floor
flat,1.07,2.0,2,3,Relatively New,sector 85,1476.0,0,0,0,Medium,High Floor
flat,1.75,4.0,4,3+,Relatively New,sector 90,1994.0,0,0,0,Low,Mid Floor
flat,0.8,2.0,2,3,New Property,sector 103,1089.0,0,0,0,High,Mid Floor
flat,1.25,4.0,5,2,Relatively New,sector 90,2318.0,1,0,0,High,Mid Floor
house,9.0,5.0,5,3+,Relatively New,sector 111,8000.0,1,0,0,Medium,Mid Floor
flat,0.34,2.0,2,1,Relatively New,sector 84,531.0,0,1,0,Medium,Mid Floor
flat,1.75,3.0,3,3+,Relatively New,sector 83,1544.0,1,0,0,Medium,High Floor
flat,2.0,3.0,4,3+,Relatively New,sector 104,2061.0,1,0,0,Medium,Mid Floor
flat,0.26,1.0,1,1,Relatively New,sector 5,648.0,0,0,0,Low,Mid Floor
house,0.59,2.0,2,2,Moderately Old,sector 8,585.0,0,0,0,Low,Low Floor
flat,0.95,1.0,1,1,Relatively New,sector 67,826.0,0,0,0,Low,High Floor
flat,0.89,2.0,2,2,Relatively New,sector 82,1198.0,0,0,2,Medium,High Floor
house,0.67,3.0,3,2,Relatively New,sector 105,76.0,0,0,0,Low,Low Floor
house,0.95,3.0,2,2,Old Property,sector 110,900.0,0,1,0,Low,Mid Floor
flat,1.5,2.0,2,2,Under Construction,sector 104,1395.0,0,0,0,Low,Mid Floor
flat,1.5,2.0,2,1,New Property,sector 74,1556.0,0,0,0,Low,Mid Floor
flat,1.8,4.0,3,3+,Relatively New,sector 91,2578.0,0,0,1,Low,Low Floor
house,3.0,6.0,4,3+,Old Property,sector 2,1557.0,0,0,2,Low,Mid Floor
house,1.75,4.0,2,2,Old Property,sector 7,1575.0,0,0,0,Low,Low Floor
flat,2.3,3.0,4,3+,New Property,sector 104,2544.0,1,0,0,Medium,High Floor
flat,1.2,2.0,2,3,Moderately Old,sector 70,1278.0,0,0,0,Low,Mid Floor
flat,1.25,3.0,4,3+,Under Construction,sector 82,1764.0,0,0,0,Medium,Mid Floor
house,1.6,4.0,6,1,Relatively New,sector 8,558.0,0,0,0,Low,Mid Floor
flat,0.71,3.0,3,3,Relatively New,sector 92,1473.0,0,0,0,Medium,Low Floor
flat,0.95,4.0,3,3,Moderately Old,sector 92,1761.0,0,0,0,Medium,Mid Floor
flat,1.3,3.0,3,3,Relatively New,sector 86,1715.0,1,0,2,Low,High Floor
flat,1.29,3.0,3,3,New Property,sector 88a,1638.0,0,0,0,Medium,Mid Floor
flat,0.42,2.0,2,1,New Property,sector 36,590.0,0,0,0,Low,Mid Floor
flat,1.33,4.0,4,3,Relatively New,sector 83,2187.0,1,0,0,Low,Mid Floor
flat,1.3,3.0,3,2,Old Property,sector 30,1397.0,0,0,0,Low,Low Floor
house,6.2,5.0,5,2,Relatively New,sector 109,2430.0,1,0,0,Medium,Low Floor
flat,6.15,3.0,5,3+,Relatively New,sector 65,4271.0,1,0,1,Low,Low Floor
house,0.5,3.0,2,1,Old Property,sector 9,822.0,0,0,0,Low,Low Floor
flat,1.05,2.0,2,1,Under Construction,sector 85,97.0,0,0,0,Low,High Floor
flat,1.76,4.0,4,2,Relatively New,sector 69,1809.0,0,0,0,Medium,Mid Floor
flat,0.28,2.0,2,2,Relatively New,sector 107,543.0,0,0,0,Low,Mid Floor
house,11.75,5.0,7,3+,Relatively New,sector 33,5056.0,1,0,0,Medium,Mid Floor
flat,5.5,4.0,5,3+,Relatively New,sector 31,2649.0,1,0,0,Medium,Low Floor
flat,1.25,3.0,3,2,Relatively New,sector 83,1782.0,1,0,0,Medium,Low Floor
flat,1.25,3.0,3,3,New Property,sector 89,1281.0,0,0,0,Medium,Mid Floor
flat,1.3,3.0,3,2,New Property,sector 89,1175.0,0,0,0,Low,Low Floor
house,8.5,4.0,4,3+,New Property,sector 63,3950.0,0,0,0,Medium,High Floor
flat,1.7,4.0,4,2,Relatively New,sector 69,1809.0,0,0,0,Medium,Low Floor
house,0.75,2.0,2,3,Relatively New,sector 92,959.0,0,0,0,Low,Low Floor
house,0.7,4.0,4,1,Moderately Old,sector 12,1700.0,0,0,0,Low,Low Floor
house,1.45,3.0,2,1,Relatively New,sector 28,1800.0,0,0,0,Low,Low Floor
flat,0.6,2.0,2,3,New Property,sector 37,624.0,0,0,0,Low,Mid Floor
flat,0.98,3.0,3,3,Relatively New,sector 104,1482.0,0,0,0,Medium,High Floor
flat,1.4,5.0,4,2,Moderately Old,sector 21,2160.0,0,0,0,Low,Low Floor
flat,1.4,2.0,2,2,Under Construction,sector 63,1372.0,0,0,0,Low,Mid Floor
flat,0.65,3.0,2,3,Relatively New,sector 92,1233.0,0,0,0,Low,Mid Floor
house,8.4,4.0,4,3+,Relatively New,sector 28,2430.0,1,1,2,Medium,Low Floor
house,8.5,5.0,5,3+,New Property,sector 33,4770.0,1,1,2,Medium,Mid Floor
flat,0.75,2.0,2,2,Moderately Old,sector 89,1026.0,0,0,0,Low,Mid Floor
flat,1.18,2.0,2,3,Relatively New,sector 79,1245.0,0,0,0,High,Mid Floor
flat,2.7,3.0,4,3+,Moderately Old,sector 49,2159.0,0,0,0,Low,Mid Floor
flat,1.28,3.0,4,3+,Relatively New,sector 106,1186.0,1,0,0,Low,High Floor
house,0.45,3.0,2,0,Old Property,sector 7,1000.0,0,0,0,Low,Low Floor
flat,0.98,3.0,3,3,Moderately Old,sector 71,1458.0,0,0,0,Medium,Low Floor
flat,3.0,3.0,3,3+,Relatively New,sector 113,2460.0,1,0,0,High,Mid Floor
flat,1.4,3.0,3,3,Relatively New,sector 110,1550.0,0,0,2,Medium,Mid Floor
house,2.4,3.0,3,2,Moderately Old,sector 23,2000.0,0,1,0,Low,Low Floor
flat,0.9,3.0,3,3,Relatively New,sector 37c,1435.0,0,0,0,Medium,Mid Floor
flat,2.3,6.0,4,2,Moderately Old,sector 10,3951.0,0,0,0,Low,Mid Floor
house,5.5,9.0,9,3+,Moderately Old,sector 52,2700.0,1,0,2,Low,Mid Floor
flat,0.65,2.0,2,3,Relatively New,sector 90,1215.0,0,0,0,High,Mid Floor
flat,2.01,2.0,2,3,New Property,sector 65,1478.0,0,0,0,Low,Mid Floor
flat,2.3,3.0,3,3+,Relatively New,sector 81,1617.0,1,0,1,Low,High Floor
flat,2.91,4.0,4,3,Under Construction,sector 82,3891.0,1,1,2,Medium,Mid Floor
house,10.45,4.0,5,2,Moderately Old,sector 50,4000.0,1,0,2,Medium,Mid Floor
flat,1.1,3.0,3,3,Under Construction,sector 37,1389.0,0,0,0,Low,Low Floor
flat,1.07,4.0,3,3,Under Construction,sector 92,2040.0,1,0,0,Medium,Mid Floor
flat,1.7,3.0,2,3,Old Property,sector 56,1581.0,0,1,0,Medium,Mid Floor
flat,1.45,2.0,2,3+,Relatively New,sector 79,1494.0,0,0,0,Medium,Mid Floor
flat,0.27,2.0,2,1,Relatively New,sector 99a,498.0,0,0,0,Medium,Mid Floor
flat,2.35,3.0,4,3+,Relatively New,sector 81,2506.0,1,0,2,Medium,Mid Floor
house,15.0,5.0,5,3+,Moderately Old,sector 39,4500.0,1,0,2,Low,Mid Floor
flat,2.06,3.0,3,3,Relatively New,sector 69,1631.0,0,0,0,Low,High Floor
flat,3.21,3.0,4,3+,Relatively New,sector 72,2140.0,1,0,2,High,High Floor
flat,6.75,4.0,4,2,Moderately Old,sector 54,2069.0,1,0,1,Medium,Mid Floor
flat,1.09,3.0,4,3+,Relatively New,sector 77,1823.0,1,0,2,High,Mid Floor
house,0.5,2.0,2,2,New Property,sector 4,450.0,1,0,0,Low,Low Floor
house,0.95,2.0,6,3+,Old Property,sector 14,1305.0,0,0,0,Low,Mid Floor
house,3.75,3.0,4,3,Moderately Old,sector 57,1620.0,1,1,2,Low,Low Floor
flat,2.25,3.0,3,3+,Relatively New,sector 81,1919.0,1,0,1,High,High Floor
flat,2.6,4.0,4,3+,Relatively New,sector 82,2273.0,0,0,0,Low,Low Floor
flat,3.85,3.0,3,3+,Old Property,sector 54,2107.0,1,0,0,Medium,Mid Floor
house,6.0,4.0,5,3+,Relatively New,sector 109,2430.0,1,0,2,Medium,Low Floor
flat,1.5,3.0,5,3+,Moderately Old,sector 56,2250.0,0,0,2,Medium,Mid Floor
flat,0.88,3.0,4,3,Moderately Old,sector 78,1668.0,1,0,0,Medium,Mid Floor
flat,1.35,3.0,3,3,Old Property,sector 56,1800.0,0,0,2,Medium,Mid Floor
flat,0.4,2.0,2,0,Relatively New,sector 93,730.0,0,0,0,Low,Low Floor
house,7.0,4.0,4,3+,Relatively New,sector 82,3240.0,1,0,2,Low,Low Floor
flat,0.87,2.0,2,3,Relatively New,sector 81,1300.0,0,0,0,Medium,Mid Floor
flat,2.7,3.0,3,3,New Property,sector 74,2018.0,0,1,0,Medium,High Floor
house,5.5,8.0,8,2,Moderately Old,sector 23,2520.0,1,0,2,Medium,Mid Floor
flat,8.35,4.0,6,3,Relatively New,sector 62,3851.0,1,0,0,High,High Floor
flat,0.72,3.0,3,3,Relatively New,sector 92,1700.0,1,0,0,Low,Mid Floor
flat,1.1,2.0,2,3,Under Construction,sector 104,1142.0,0,0,0,Medium,High Floor
flat,2.0,3.0,4,3+,Relatively New,sector 79,1963.0,1,0,0,Medium,Mid Floor
flat,1.2,3.0,3,3,Under Construction,sector 37c,1638.0,0,0,0,Low,Mid Floor
flat,0.7,2.0,2,2,Relatively New,sector 108,1505.0,0,0,0,Low,High Floor
house,0.35,2.0,2,1,Moderately Old,sector 105,556.0,0,0,0,Low,Low Floor
flat,1.54,3.0,3,3,Relatively New,sector 102,1311.0,1,0,0,Medium,High Floor
flat,0.75,3.0,2,2,Relatively New,sector 92,1556.0,0,0,0,Low,High Floor
flat,0.95,2.0,2,3,Relatively New,sector 83,1300.0,0,0,2,Medium,Mid Floor
flat,1.4,3.0,3,1,Relatively New,sector 69,1384.0,0,0,2,High,High Floor
flat,3.4,3.0,4,3,Relatively New,sector 66,2200.0,1,1,2,Medium,Mid Floor
flat,2.79,3.0,3,3,New Property,sector 22,1860.0,0,0,1,High,High Floor
house,1.95,2.0,2,2,Old Property,sector 7,1440.0,0,0,0,Low,Low Floor
flat,1.35,2.0,2,3,Under Construction,sector 85,102.0,0,0,0,Low,High Floor
house,2.35,4.0,4,2,Old Property,sector 4,1440.0,0,0,0,Low,Low Floor
house,3.15,4.0,5,0,Relatively New,sector 103,4700.0,0,0,0,Medium,High Floor
flat,1.42,3.0,3,2,Relatively New,sector 83,1972.0,0,0,2,Medium,Low Floor
house,4.6,4.0,4,3+,Old Property,sector 26,3771.0,0,0,0,Low,Low Floor
house,0.8,2.0,2,1,Old Property,sector 5,900.0,0,0,0,Low,Low Floor
flat,0.9,3.0,3,2,Relatively New,sector 37,1185.0,0,0,1,Low,High Floor
flat,1.55,3.0,3,3+,Relatively New,sector 37,1630.0,0,0,0,Medium,High Floor
house,7.25,3.0,4,2,Moderately Old,sector 48,2592.0,1,1,2,Medium,Low Floor
flat,1.75,3.0,3,3,Relatively New,sector 83,1600.0,1,0,2,High,Mid Floor
