property_type,price,bedRoom,bathroom,balcony,agePossession,sector,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
house,8.8,4.0,4,3+,Relatively New,sector 66,2115.0,1,1,0,Medium,Mid Floor
house,0.7,2.0,3,1,Relatively New,sector 5,999.0,0,1,0,Low,Low Floor
flat,0.8,2.0,2,2,Old Property,sector 21,1256.0,0,0,0,Low,Mid Floor
flat,1.3,3.0,3,2,Relatively New,sector 79,1211.0,0,0,0,High,Mid Floor
flat,1.95,3.0,4,3+,New Property,sector 79,1653.0,1,0,0,Low,Mid Floor
flat,1.8,3.0,3,3+,Relatively New,sector 83,1710.0,0,0,0,Medium,Mid Floor
house,4.75,5.0,5,1,Old Property,sector 4,5067.0,1,0,2,Low,Low Floor
house,12.0,3.0,4,2,Moderately Old,sector 50,3240.0,1,0,2,Medium,Low Floor
flat,4.45,4.0,5,3+,Relatively New,sector 104,7222.0,0,0,0,Medium,High Floor
flat,1.05,3.0,3,3,Relatively New,sector 84,1610.0,0,0,0,Medium,Mid Floor
flat,1.65,4.0,4,3+,Moderately Old,sector 91,2128.0,1,0,0,Medium,High Floor
house,6.25,7.0,7,3+,Moderately Old,sector 43,2034.0,1,1,0,Low,Mid Floor
flat,1.0,3.0,5,3,Under Construction,sector 37,1823.0,1,0,0,Low,High Floor
flat,1.1,2.0,2,1,Under Construction,sector 102,813.0,0,0,0,Medium,Mid Floor
flat,0.9,3.0,3,1,Relatively New,sector 95,2000.0,0,0,0,Medium,High Floor
flat,1.3,2.0,2,2,Relatively New,sector 65,810.0,0,0,0,Medium,Mid Floor
flat,0.9,3.0,3,3,Relatively New,sector 84,1823.0,1,0,0,Medium,High Floor
flat,2.7,4.0,4,3,Relatively New,sector 66,2488.0,1,0,0,Low,Mid Floor
house,2.99,4.0,4,2,Moderately Old,sector 56,1449.0,1,0,2,Low,Low Floor
house,1.1,3.0,4,1,Old Property,sector 4,990.0,0,0,0,Low,Low Floor
flat,5.0,5.0,5,3+,Moderately Old,sector 52,5200.0,0,0,0,Low,Low Floor
house,0.65,3.0,2,1,Relatively New,sector 105,720.0,0,0,0,Low,Low Floor
house,3.4,9.0,9,3,Moderately Old,sector 9,2628.0,0,0,2,Medium,Mid Floor
house,0.42,3.0,3,0,New Property,sector 12,567.0,0,0,0,Low,Low Floor
flat,2.0,3.0,3,2,Under Construction,sector 63,1540.0,0,0,0,Low,Low Floor
flat,0.85,3.0,3,0,Moderately Old,sector 1,2200.0,0,0,0,Low,Mid Floor
house,0.36,2.0,2,1,Moderately Old,sector 53,459.0,0,0,0,Low,Low Floor
flat,1.08,2.0,2,3,Relatively New,sector 68,1130.0,0,0,2,Medium,Low Floor
flat,6.1,3.0,3,3,Moderately Old,sector 65,3019.0,1,0,2,High,High Floor
flat,2.0,3.0,3,3,Moderately Old,sector 61,1530.0,0,0,2,Medium,High Floor
flat,2.45,4.0,4,3,Relatively New,sector 103,2588.0,1,1,0,Low,High Floor
house,13.5,5.0,6,3+,Old Property,sector 25,3618.0,0,0,2,Medium,Mid Floor
flat,1.15,2.0,2,1,New Property,sector 88a,120.0,0,0,0,Medium,High Floor
flat,1.0,2.0,2,3,Relatively New,sector 79,1700.0,0,0,0,Low,Mid Floor
flat,0.45,1.0,1,0,Moderately Old,sector 52,513.0,0,0,2,Low,Low Floor
flat,0.6,3.0,2,2,New Property,sector 86,833.0,0,0,0,Low,Low Floor
flat,1.36,3.0,3,1,Relatively New,sector 69,1287.0,0,0,0,Medium,High Floor
flat,1.6,4.0,5,3+,Relatively New,sector 82,2183.0,1,0,0,Medium,Mid Floor
flat,1.1,3.0,4,3+,Relatively New,sector 106,1186.0,1,0,2,High,Mid Floor
house,1.15,2.0,2,3,Old Property,sector 7,1000.0,0,0,0,Low,Mid Floor
flat,2.14,4.0,4,3,Relatively New,sector 85,2300.0,1,0,0,Low,Mid Floor
house,3.4,6.0,6,3+,Moderately Old,sector 56,1530.0,0,0,2,Low,Low Floor
flat,0.8,2.0,2,3,Relatively New,sector 37,1310.0,0,0,0,High,Mid Floor
flat,1.02,2.0,3,3,Relatively New,sector 108,1283.0,0,0,0,Medium,Mid Floor
flat,4.85,3.0,4,3+,Relatively New,sector 54,1875.0,1,0,2,Low,High Floor
house,11.58,5.0,5,3,Moderately Old,sector 50,3240.0,1,0,0,Low,Low Floor
flat,1.25,2.0,2,3,Moderately Old,sector 86,1332.0,0,0,0,Low,High Floor
flat,4.5,4.0,4,3+,Relatively New,sector 67,3160.0,1,0,2,Low,Low Floor
flat,2.91,4.0,5,2,Relatively New,sector 81,3010.0,1,0,2,Medium,Mid Floor
flat,0.74,3.0,3,1,Under Construction,sector 69,1203.0,1,0,0,Medium,Mid Floor
flat,1.6,3.0,3,1,Relatively New,sector 86,1736.0,0,0,0,Medium,High Floor
flat,4.0,4.0,5,2,Moderately Old,sector 72,2615.0,1,0,0,Low,Mid Floor
flat,1.3,2.0,3,3,Relatively New,sector 86,944.0,0,0,2,Low,Mid Floor
flat,2.0,3.0,3,2,Under Construction,sector 113,1499.0,0,0,0,Low,High Floor
flat,1.69,3.0,3,3+,Old Property,sector 54,1980.0,1,0,2,Medium,Mid Floor
house,3.49,4.0,4,2,Moderately Old,sector 57,1728.0,1,0,2,Low,Mid Floor
flat,1.2,3.0,2,2,Moderately Old,sector 31,1450.0,0,0,1,Medium,Low Floor
house,0.75,4.0,2,2,Old Property,sector 3,1170.0,0,0,0,Low,Low Floor
house,2.2,4.0,3,2,Old Property,sector 11,1800.0,0,0,0,Low,Low Floor
flat,1.45,3.0,4,2,New Property,sector 85,1616.0,1,0,0,Low,Mid Floor
flat,1.55,2.0,2,3,New Property,sector 113,1276.0,0,0,0,High,Low Floor
flat,1.46,3.0,3,2,Relatively New,sector 69,1420.0,0,0,2,High,Low Floor
flat,0.2,1.0,1,1,Relatively New,sector 104,301.0,0,0,0,Medium,Mid Floor
house,3.7,2.0,8,2,New Property,sector 57,1449.0,0,0,2,Low,Mid Floor
flat,2.65,4.0,4,3+,Moderately Old,sector 48,2127.0,1,0,2,High,High Floor
flat,2.2,3.0,4,3+,Relatively New,sector 81,1890.0,1,0,1,Medium,Mid Floor
house,0.55,2.0,2,1,Moderately Old,sector 3,810.0,0,0,0,Low,Low Floor
house,5.88,3.0,9,3+,Relatively New,sector 50,2160.0,1,0,1,Medium,Mid Floor
house,5.51,3.0,3,2,Moderately Old,sector 14,3249.0,0,0,0,Low,Mid Floor
house,8.81,8.0,6,3+,Moderately Old,sector 47,3240.0,1,0,2,Low,Mid Floor
flat,2.77,4.0,4,3+,Relatively New,sector 65,2194.0,1,0,1,High,Mid Floor
flat,1.05,3.0,3,3,Relatively New,sector 77,1600.0,0,0,0,Low,Mid Floor
flat,2.85,4.0,4,3,Relatively New,sector 65,2194.0,1,0,0,Low,Mid Floor
house,9.5,9.0,9,3+,Old Property,sector 25,2844.0,0,0,0,Medium,Mid Floor
house,1.7,2.0,1,2,Old Property,sector 10,900.0,0,0,0,Low,Low Floor
flat,3.25,3.0,3,3+,Old Property,sector 54,2558.0,0,0,2,Medium,Low Floor
house,5.5,9.0,9,3+,Moderately Old,sector 23,4200.0,1,0,2,Low,Mid Floor
flat,1.38,3.0,3,3+,Relatively New,sector 88a,2296.0,1,0,0,Medium,Mid Floor
flat,2.4,3.0,3,2,Relatively New,sector 81,1800.0,1,0,1,High,Mid Floor
flat,1.98,3.0,3,3+,New Property,sector 37,1972.0,0,0,2,Low,High Floor
flat,2.87,4.0,4,3+,Under Construction,sector 113,2553.0,1,0,0,Medium,Mid Floor
house,19.0,6.0,8,3+,Moderately Old,sector 26,4500.0,1,1,2,Medium,Mid Floor
flat,2.75,4.0,4,3,Relatively New,sector 65,1975.0,1,0,2,Medium,Mid Floor
flat,1.28,3.0,3,2,Under Construction,sector 89,1611.0,0,0,0,Medium,Mid Floor
flat,0.95,2.0,2,3+,Under Construction,sector 33,1247.0,0,0,0,Low,Mid Floor
house,3.55,5.0,4,3+,Moderately Old,sector 46,1449.0,1,0,2,Medium,Mid Floor
house,13.5,5.0,5,2,Moderately Old,sector 26,4518.0,1,0,2,Medium,Low Floor
flat,0.72,2.0,2,1,Relatively New,sector 12,1100.0,0,0,2,Low,Low Floor
flat,1.0,3.0,2,3,New Property,sector 36,1122.0,0,0,0,Medium,Low Floor
flat,1.08,3.0,3,0,Under Construction,sector 108,1758.0,0,0,0,Low,Low Floor
house,0.85,2.0,2,0,Moderately Old,sector 6,1222.0,0,0,0,Low,Mid Floor
flat,0.38,2.0,2,2,Relatively New,sector 93,661.0,0,0,0,Low,Mid Floor
house,9.0,10.0,5,3+,Old Property,sector 13,8100.0,0,0,0,Low,Mid Floor
flat,0.88,1.0,1,2,Under Construction,sector 63,804.0,0,0,0,Low,Mid Floor
house,1.72,6.0,3,1,Old Property,sector 10,172.0,0,0,0,Low,Low Floor
flat,2.38,3.0,4,3,Relatively New,sector 49,2061.0,0,0,0,Low,Low Floor
flat,1.08,3.0,3,2,Relatively New,sector 83,1562.0,0,0,0,Low,High Floor
flat,3.0,4.0,4,3+,Relatively New,sector 102,3178.0,0,0,2,Medium,Mid Floor
flat,3.65,3.0,5,2,Relatively New,sector 112,2800.0,1,0,0,Medium,Mid Floor
flat,1.25,2.0,2,3,Under Construction,sector 3,1157.0,0,0,0,Low,High Floor
house,6.5,4.0,4,3+,Moderately Old,sector 25,1800.0,1,1,0,Medium,Low Floor
flat,1.45,2.0,2,3,Relatively New,sector 66,1079.0,0,0,0,Medium,Mid Floor
flat,4.0,4.0,5,3+,Relatively New,sector 72,2693.0,1,0,2,High,High Floor
flat,1.17,2.0,2,3,Relatively New,sector 85,1660.0,0,0,0,Low,High Floor
flat,1.68,3.0,3,2,Relatively New,sector 69,1501.0,0,0,0,High,Low Floor
house,8.6,4.0,5,3+,Relatively New,sector 72,7000.0,0,0,2,Low,Mid Floor
house,0.85,4.0,4,3,Relatively New,sector 92,1743.0,0,0,0,Low,Mid Floor
flat,0.22,2.0,1,1,Relatively New,sector 110,540.0,0,0,0,Low,Low Floor
flat,2.4,4.0,4,3+,Relatively New,sector 102,1946.0,0,0,0,Medium,High Floor
house,0.9,2.0,4,3,Old Property,sector 7,900.0,1,0,2,Low,Mid Floor
flat,3.0,4.0,5,2,Relatively New,sector 81,2867.0,1,0,2,Medium,Mid Floor
house,5.0,9.0,9,3+,Relatively New,sector 40,2367.0,0,0,2,Medium,Mid Floor
flat,3.25,3.0,3,3,Moderately Old,sector 72,2970.0,1,0,0,Medium,Low Floor
flat,2.0,4.0,5,3+,Moderately Old,sector 70,2108.0,1,0,2,Medium,Mid Floor
flat,0.37,2.0,2,2,New Property,sector 107,615.0,0,0,0,Low,Mid Floor
flat,1.2,3.0,3,3+,Moderately Old,sector 90,2144.0,1,0,0,Medium,Mid Floor
flat,1.5,3.0,4,3+,Relatively New,sector 109,1797.0,1,0,0,Low,Mid Floor
flat,1.4,3.0,5,3+,New Property,sector 99a,1797.0,0,0,0,Low,Mid Floor
flat,1.85,4.0,4,2,Relatively New,sector 69,1809.0,0,0,2,High,High Floor
flat,0.7,2.0,2,3,Under Construction,sector 92,1211.0,0,0,0,Low,Mid Floor
house,3.5,6.0,4,2,Old Property,sector 14,1935.0,0,0,2,Low,Low Floor
flat,0.69,2.0,2,1,Old Property,sector 30,891.0,0,0,0,Medium,Mid Floor
flat,1.75,3.0,5,0,Relatively New,sector 70,1950.0,0,0,0,Low,Low Floor
flat,1.35,2.0,2,2,Under Construction,sector 102,824.0,0,0,0,Low,Mid Floor
flat,1.16,3.0,3,3+,Relatively New,sector 82,1844.0,1,1,2,High,Low Floor
house,6.5,3.0,9,3+,Old Property,sector 25,1935.0,1,1,2,Medium,Mid Floor
flat,0.34,2.0,2,1,Relatively New,sector 84,537.0,0,1,2,Medium,Low Floor
flat,0.46,2.0,2,2,New Property,sector 95,809.0,0,0,0,Medium,High Floor
flat,1.7,4.0,5,3+,Relatively New,sector 107,2491.0,1,0,0,Medium,Mid Floor
flat,0.67,2.0,2,1,Relatively New,sector 86,1224.0,0,0,0,Medium,Mid Floor
flat,0.45,2.0,2,1,New Property,sector 88a,695.0,0,0,0,Low,Mid Floor
flat,1.25,4.0,4,3+,Moderately Old,sector 1a,2946.0,0,0,2,Low,Mid Floor
flat,1.41,2.0,2,2,Under Construction,sector 61,1150.0,0,0,0,Medium,Low Floor
flat,2.17,3.0,3,3,Under Construction,sector 61,1721.0,0,0,0,Low,Low Floor
flat,2.2,3.0,3,2,Moderately Old,sector 109,2576.0,1,0,2,Medium,Mid Floor
flat,0.9,3.0,3,3+,Relatively New,sector 84,1525.0,0,0,0,High,High Floor
flat,1.45,3.0,3,3,Relatively New,sector 88a,1993.0,0,0,0,Low,High Floor
flat,1.45,3.0,2,2,Old Property,sector 30,1300.0,0,0,1,Medium,Low Floor
house,5.7,9.0,9,3+,Moderately Old,sector 2,2430.0,0,0,2,Low,Mid Floor
flat,1.75,4.0,4,2,Relatively New,sector 69,1809.0,0,0,2,Medium,Mid Floor
house,16.0,6.0,7,3+,Relatively New,sector 45,4500.0,1,1,2,Medium,Mid Floor
flat,0.36,2.0,2,1,Relatively New,sector 107,493.0,0,0,0,Low,Mid Floor
flat,1.55,3.0,4,3,Relatively New,sector 79,1412.0,1,0,2,High,High Floor
house,6.0,5.0,5,3+,Relatively New,sector 109,6228.0,1,1,0,High,Low Floor
house,8.5,4.0,4,2,Old Property,sector 17,4518.0,1,0,2,Low,Low Floor
flat,1.23,3.0,3,2,Relatively New,sector 90,1570.0,0,0,0,Low,High Floor
house,8.0,10.0,10,3+,Relatively New,sector 56,8286.0,1,0,1,Medium,Mid Floor
flat,1.25,2.0,2,3+,Relatively New,sector 85,1421.0,0,1,0,High,High Floor
house,1.65,4.0,4,3+,Moderately Old,sector 43,540.0,0,0,1,Low,Mid Floor
flat,1.3,3.0,3,3,Under Construction,sector 70,1865.0,0,0,2,Medium,High Floor
flat,1.75,4.0,4,1,Relatively New,sector 69,1773.0,0,0,0,Medium,High Floor
flat,0.35,2.0,2,2,Relatively New,sector 84,537.0,0,0,0,Low,Mid Floor
house,18.5,4.0,4,1,Moderately Old,sector 48,7000.0,0,0,0,Low,Low Floor
flat,3.3,3.0,3,3,Under Construction,sector 63,2150.0,1,0,0,Medium,Mid Floor
flat,1.55,3.0,4,3,Relatively New,sector 102,1311.0,1,0,2,High,Mid Floor
flat,1.7,3.0,3,3,Relatively New,sector 109,1550.0,0,0,0,Medium,High Floor
house,10.5,4.0,4,2,Old Property,sector 25,3618.0,1,0,2,Medium,Low Floor
flat,1.78,3.0,4,3+,Moderately Old,sector 102,1738.0,1,0,0,Medium,Mid Floor
flat,1.7,3.0,3,3,Moderately Old,sector 109,1550.0,0,0,0,Low,High Floor
flat,1.1,3.0,4,3+,Relatively New,sector 77,1824.0,1,0,0,Low,Mid Floor
flat,1.15,3.0,4,2,Relatively New,sector 82,1611.0,1,0,2,Medium,High Floor
flat,1.6,2.0,2,2,Under Construction,sector 61,1278.0,0,0,0,Low,Mid Floor
house,6.3,4.0,4,3+,Old Property,sector 25,1800.0,1,1,0,Medium,Low Floor
house,2.8,5.0,5,3+,Old Property,sector 23,1557.0,0,0,2,Medium,Low Floor
flat,1.54,4.0,4,3+,Moderately Old,sector 86,2128.0,1,0,0,Medium,High Floor
flat,1.6,4.0,4,3+,Relatively New,sector 90,2128.0,1,0,0,Medium,Mid Floor
flat,0.9,2.0,3,3,Relatively New,sector 108,1155.0,1,0,0,Medium,Mid Floor
house,0.5,2.0,1,2,Old Property,sector 15,900.0,0,1,0,Low,Low Floor
flat,0.6,2.0,2,2,Relatively New,sector 84,1080.0,0,0,0,Medium,High Floor
flat,2.85,4.0,4,3+,Moderately Old,sector 67,2115.0,1,0,2,Medium,Mid Floor
flat,2.0,3.0,4,3,Relatively New,sector 85,2020.0,1,0,0,High,Mid Floor
flat,0.36,2.0,2,1,Relatively New,sector 7,700.0,0,0,0,Low,Low Floor
flat,2.45,3.0,3,3,New Property,sector 61,1219.0,1,0,0,Medium,Mid Floor
house,1.4,2.0,2,1,Old Property,sector 12,166.0,0,0,0,Low,Low Floor
house,0.58,4.0,2,1,Old Property,sector 9,1025.0,0,0,0,Low,Low Floor
flat,2.35,3.0,4,3+,Moderately Old,sector 67,1742.0,1,0,2,High,High Floor
flat,1.5,3.0,3,3,Relatively New,sector 92,1728.0,0,0,0,Low,Mid Floor
house,0.9,3.0,3,0,Moderately Old,sector 3,112.0,0,0,0,Low,Low Floor
house,1.7,1.0,1,2,Old Property,sector 12,2000.0,0,0,0,Low,Low Floor
flat,2.52,3.0,4,3,Relatively New,sector 70,2115.0,1,0,0,High,Mid Floor
flat,1.42,4.0,4,3+,Moderately Old,sector 90,2128.0,1,1,0,Low,Mid Floor
flat,2.4,3.0,3,3+,Relatively New,sector 81,1650.0,1,0,1,Low,High Floor
flat,1.75,3.0,3,2,Relatively New,sector 85,1825.0,0,0,0,Low,High Floor
flat,1.8,4.0,4,3+,Moderately Old,sector 90,2455.0,0,0,0,Medium,High Floor
flat,0.88,2.0,2,3+,Relatively New,sector 106,1120.0,0,0,0,Low,Mid Floor
flat,1.2,3.0,3,3,Relatively New,sector 79,1317.0,0,0,2,Medium,Mid Floor
flat,1.3,2.0,2,3+,Relatively New,sector 85,1486.0,0,1,0,Medium,Mid Floor
house,1.05,3.0,3,3,Moderately Old,sector 49,1484.0,0,0,0,Low,Mid Floor
house,7.45,4.0,4,3,Old Property,sector 50,4500.0,1,0,2,Medium,Mid Floor
flat,0.78,2.0,2,2,New Property,sector 92,1077.0,0,0,2,Low,Low Floor
flat,0.75,3.0,3,3,Relatively New,sector 92,1415.0,0,0,2,Low,Low Floor
flat,1.9,4.0,4,2,Relatively New,sector 69,1738.0,0,1,0,High,Mid Floor
flat,1.58,2.0,3,3,Relatively New,sector 104,1530.0,1,0,0,Medium,High Floor
flat,0.28,2.0,2,2,Relatively New,sector 107,543.0,0,0,0,Low,Mid Floor
flat,0.75,4.0,4,3+,Relatively New,sector 92,1734.0,0,0,0,Medium,Mid Floor
flat,1.9,4.0,3,3,New Property,sector 70,2111.0,0,1,0,Medium,Low Floor
flat,4.78,3.0,4,3,Relatively New,sector 22,2500.0,1,0,1,Medium,Mid Floor
flat,4.16,5.0,4,3+,Relatively New,sector 49,3202.0,1,0,0,Low,High Floor
house,6.21,6.0,6,3+,Old Property,sector 57,2700.0,1,1,0,Medium,Mid Floor
flat,1.5,2.0,3,3,Relatively New,sector 66,1330.0,1,0,2,Medium,Low Floor
house,0.7,2.0,2,0,Old Property,sector 28,864.0,0,0,0,Low,Low Floor
house,1.35,4.0,5,0,Old Property,sector 7,330.0,0,0,0,Low,Mid Floor
flat,6.5,4.0,5,3+,Relatively New,sector 53,3000.0,1,0,2,High,Mid Floor
house,3.75,5.0,5,3+,Old Property,sector 5,3400.0,0,0,0,Low,Mid Floor
flat,0.67,2.0,2,3,Moderately Old,sector 82,1150.0,0,0,0,Medium,Low Floor
flat,0.95,3.0,3,3+,New Property,sector 37c,1688.0,0,0,0,Medium,Low Floor
flat,0.55,1.0,2,1,Old Property,sector 56,678.0,0,0,0,Medium,Low Floor
flat,1.58,3.0,4,3,Relatively New,sector 85,2221.0,1,0,0,High,Mid Floor
flat,1.3,4.0,4,3+,Moderately Old,sector 9,2580.0,0,0,0,Low,Mid Floor
house,2.65,3.0,3,3,New Property,sector 41,1400.0,1,0,2,Low,Mid Floor
flat,1.65,4.0,4,3+,Moderately Old,sector 90,2455.0,0,0,0,Medium,Mid Floor
house,8.0,5.0,4,3,Relatively New,sector 57,2700.0,1,0,0,Low,Low Floor
house,16.0,4.0,4,3,Relatively New,sector 26,4235.0,0,1,0,Low,Low Floor
house,4.31,5.0,4,3,Old Property,sector 25,1350.0,0,0,0,Low,Mid Floor
flat,1.08,3.0,3,3,Relatively New,sector 83,1533.0,0,1,0,Medium,Mid Floor
flat,3.45,3.0,3,3,Moderately Old,sector 48,1869.0,0,0,0,Low,High Floor
flat,2.11,3.0,2,3,Relatively New,sector 56,2250.0,0,0,2,Medium,Mid Floor
flat,0.33,2.0,2,1,Relatively New,sector 37c,850.0,0,0,2,High,Mid Floor
flat,1.15,3.0,4,3,Relatively New,sector 106,1305.0,1,0,0,Low,Mid Floor
flat,0.9,2.0,2,2,New Property,sector 89,993.0,0,0,0,Low,Low Floor
flat,1.79,3.0,3,3,New Property,sector 77,1600.0,1,0,2,Low,Low Floor
house,1.0,6.0,4,0,Moderately Old,sector 6,240.0,0,0,0,Low,Mid Floor
house,1.0,3.0,4,2,Relatively New,sector 5,900.0,0,0,0,Low,Low Floor
flat,1.7,3.0,3,2,Relatively New,sector 69,1420.0,0,0,0,Low,Low Floor
flat,1.75,2.0,2,3,Relatively New,sector 113,1416.0,0,0,0,Medium,Mid Floor
house,2.95,2.0,2,0,Moderately Old,sector 56,1458.0,0,0,0,Low,Low Floor
flat,4.8,3.0,4,3+,Relatively New,sector 53,2500.0,1,0,2,High,Mid Floor
flat,0.65,2.0,2,2,Relatively New,sector 83,950.0,0,0,2,High,Low Floor
flat,1.64,4.0,3,3,Relatively New,sector 77,1755.0,1,0,0,Medium,Mid Floor
flat,3.4,3.0,3,3+,New Property,sector 63,3060.0,0,0,0,Medium,Low Floor
flat,1.4,3.0,4,2,Moderately Old,sector 80,1922.0,1,0,0,Medium,Mid Floor
flat,1.25,3.0,3,2,Relatively New,sector 90,1570.0,0,0,0,Low,High Floor
flat,0.7,2.0,2,2,Relatively New,sector 111,773.0,0,0,0,Medium,Mid Floor
flat,1.7,4.0,4,2,New Property,sector 69,1809.0,0,0,0,Medium,Mid Floor
flat,1.3,3.0,3,3+,New Property,sector 89,2122.0,1,0,0,Low,Low Floor
house,1.7,3.0,3,3+,New Property,sector 83,2160.0,1,0,0,Low,Mid Floor
flat,1.5,1.0,1,0,Moderately Old,sector 40,300.0,0,0,0,Low,Low Floor
flat,1.9,3.0,4,3,Relatively New,sector 102,1700.0,1,0,0,High,Mid Floor
flat,0.48,3.0,2,1,New Property,sector 7,889.0,0,0,0,Low,Low Floor
flat,2.2,3.0,4,3+,Moderately Old,sector 102,1934.0,1,0,0,Medium,Mid Floor
flat,0.29,2.0,2,2,Relatively New,sector 95,504.0,0,0,0,Medium,High Floor
flat,1.4,3.0,3,3,New Property,sector 79,1656.0,0,0,2,Medium,Low Floor
flat,0.32,2.0,2,1,Relatively New,sector 99a,601.0,0,0,0,Low,Mid Floor
flat,2.05,4.0,4,3+,Relatively New,sector 85,2500.0,1,0,2,Low,Mid Floor
house,0.58,2.0,3,2,Relatively New,sector 3,1000.0,0,0,0,Low,Low Floor
house,2.5,4.0,4,3+,Moderately Old,sector 86,3400.0,1,1,2,Medium,Mid Floor
flat,0.7,2.0,2,1,Moderately Old,sector 108,1468.0,0,0,0,Low,Mid Floor
flat,1.5,3.0,3,3+,Under Construction,sector 103,1737.0,0,0,0,Medium,Mid Floor
flat,1.91,3.0,4,3+,Relatively New,sector 79,2020.0,1,0,0,High,Mid Floor
flat,1.1,3.0,3,3+,Moderately Old,sector 84,1701.0,0,0,2,Medium,High Floor
flat,4.25,5.0,5,3+,Relatively New,sector 110,3492.0,1,0,0,Medium,Mid Floor
flat,1.85,3.0,4,3+,Relatively New,sector 104,2061.0,1,1,0,Medium,High Floor
flat,2.2,3.0,4,3+,Relatively New,sector 81,1890.0,1,0,1,Low,High Floor
flat,1.32,3.0,3,1,Relatively New,sector 69,1411.0,0,0,0,Medium,High Floor
flat,0.88,2.0,2,3+,Relatively New,sector 106,940.0,0,0,0,Low,Low Floor
house,3.0,4.0,4,0,Moderately Old,sector 67,2800.0,0,0,0,Low,Mid Floor
flat,1.27,3.0,3,3+,Relatively New,sector 90,1500.0,0,0,0,Medium,Low Floor
flat,3.2,3.0,3,3+,Under Construction,sector 106,2224.0,1,0,0,Low,Mid Floor
flat,0.25,2.0,2,1,Relatively New,sector 5,535.0,0,0,0,Medium,Low Floor
flat,1.35,3.0,3,3+,Old Property,sector 56,1450.0,0,0,2,High,Mid Floor
flat,1.39,3.0,3,3+,Relatively New,sector 82,1944.0,1,0,2,Medium,High Floor
flat,4.75,3.0,5,3+,Relatively New,sector 112,3387.0,1,0,2,Low,Mid Floor
flat,1.41,2.0,2,3,Relatively New,sector 102,1231.0,0,0,0,Low,Low Floor
flat,1.0,3.0,3,3,Under Construction,sector 37,1250.0,0,0,0,Low,Mid Floor
flat,2.8,3.0,3,3,Moderately Old,sector 67,2047.0,1,0,1,Low,Mid Floor
flat,1.35,3.0,3,3+,Under Construction,sector 37,1600.0,0,0,0,Medium,Mid Floor
flat,2.35,4.0,4,3+,Moderately Old,sector 70,2667.0,1,0,2,Medium,Mid Floor
flat,1.42,3.0,3,2,Relatively New,sector 92,1728.0,0,0,0,Medium,Mid Floor
flat,2.45,3.0,4,3,New Property,sector 99,2502.0,1,0,2,High,Low Floor
house,8.9,4.0,4,3+,Old Property,sector 26,2700.0,1,1,0,Medium,Low Floor
house,3.25,3.0,3,3,Old Property,sector 26,8829.0,0,0,0,Medium,Low Floor
flat,1.38,3.0,4,2,Relatively New,sector 85,1616.0,1,0,0,Medium,Mid Floor
flat,1.48,2.0,2,3,Relatively New,sector 74,1300.0,0,1,0,High,High Floor
flat,0.7,3.0,3,2,Under Construction,sector 92,140.0,0,0,0,Low,High Floor
flat,1.0,3.0,4,3,New Property,sector 90,1755.0,1,0,0,Medium,Mid Floor
flat,2.1,4.0,4,3,Relatively New,sector 85,2600.0,0,0,0,Low,Low Floor
flat,2.45,3.0,3,3,Relatively New,sector 108,1460.0,0,0,0,Low,High Floor
flat,0.9,4.0,5,3+,Relatively New,sector 92,1796.0,1,0,0,Low,Mid Floor
house,1.04,3.0,3,3+,Relatively New,sector 70,1611.0,0,0,2,Medium,Low Floor
house,4.7,4.0,4,3+,New Property,sector 70,2610.0,0,0,0,Low,Mid Floor
flat,1.88,4.0,5,3,Relatively New,sector 109,2750.0,0,0,0,Medium,Mid Floor
flat,1.8,3.0,4,3+,Relatively New,sector 107,1831.0,1,0,0,Medium,Low Floor
house,6.0,4.0,4,3+,Old Property,sector 28,2700.0,0,0,2,Medium,Mid Floor
flat,3.39,3.0,4,3,Relatively New,sector 67,2100.0,1,0,2,Low,High Floor
flat,2.25,3.0,3,3,Relatively New,sector 65,1600.0,1,0,2,Low,Mid Floor
house,6.25,3.0,3,0,Moderately Old,sector 47,9000.0,0,0,0,Low,Low Floor
house,2.75,3.0,3,1,Old Property,sector 49,1386.0,0,0,2,Medium,Low Floor
flat,1.99,2.0,2,2,New Property,sector 22,1285.0,0,0,0,Low,Mid Floor
flat,2.65,4.0,5,3+,Moderately Old,sector 102,2299.0,1,0,0,Medium,High Floor
house,4.02,4.0,4,3+,Relatively New,sector 70,5500.0,1,1,0,Medium,Mid Floor
house,1.52,2.0,2,1,Old Property,sector 17,105.0,0,0,0,Low,Low Floor
flat,2.35,3.0,3,3,Relatively New,sector 65,1500.0,1,0,2,Medium,Low Floor
house,2.2,3.0,3,2,Old Property,sector 46,909.0,0,1,2,Medium,Mid Floor
flat,3.25,4.0,4,3+,Under Construction,sector 113,2553.0,1,0,0,Medium,High Floor
flat,1.72,3.0,3,3,Relatively New,sector 37,1369.0,0,0,2,Low,Mid Floor
house,15.0,5.0,6,3+,Moderately Old,sector 26,4518.0,1,1,2,Medium,Mid Floor
flat,1.28,3.0,4,3+,Moderately Old,sector 86,1735.0,1,0,0,Medium,High Floor
flat,0.82,2.0,2,2,Moderately Old,sector 71,1080.0,0,0,0,Low,Mid Floor
flat,1.3,2.0,2,3,New Property,sector 79,1415.0,0,0,0,Low,Mid Floor
house,2.75,3.0,3,3,Moderately Old,sector 2,1557.0,0,0,2,Low,Low Floor
