society,property_type,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,sector,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
bptp terra,flat,1.79,8981.0,4.0,3,3,15.0,Relatively New,S70026262,sector 37,1798.0,0,0,0,0,1,2,37,498.25
mapsko royale ville,flat,0.97,5419.0,3.0,4,2,16.0,Relatively New,M37314795,sector 82,1611.0,0,1,0,0,0,0,95,596.6666666666666
piedmont taksila heights,flat,1.0,6506.0,3.0,3,3+,8.0,Relatively New,E68414772,sector 37c,1708.0,0,0,0,0,0,2,49,512.3333333333334
ansal housing highland park,flat,1.1,6243.0,3.0,3,3+,7.0,New Property,L69361320,sector 103,1500.0,0,0,0,0,0,0,87,587.3333333333334
smart world orchard,flat,2.1,13752.0,3.0,2,3,3.0,Under Construction,Z68190980,sector 61,1530.0,0,0,0,0,0,0,146,509.0
orris carnation residency,flat,0.9,4532.0,4.0,4,3,8.0,Moderately Old,L69103748,sector 85,1575.0,0,0,0,0,0,2,40,496.5
independent,house,9.9,49500.0,2.0,2,2,3.0,Moderately Old,,sector 105,2000.0,0,0,0,0,0,0,0,1000.0
pivotal devaan,flat,0.3,6667.0,1.0,1,1,14.0,New Property,F68728864,sector 84,500.0,0,0,0,0,0,2,22,450.0
godrej summit,flat,1.2,8299.0,3.0,2,3+,16.0,Relatively New,S51643710,sector 104,1607.0,1,0,0,1,0,2,142,482.0
independent,house,4.75,10556.0,6.0,7,0,4.0,Moderately Old,,sector 1,4500.0,0,0,0,0,0,0,0,750.0
umang winter hills,flat,0.99,7857.0,2.0,2,2,1.0,Relatively New,S66360270,sector 77,1123.0,0,0,0,0,0,0,97,630.0
sare crescent parc royal greens phase 1,flat,1.0,3713.0,4.0,4,3,15.0,New Property,M50541110,sector 92,1818.0,0,0,0,0,0,0,31,673.25
alpha corp gurgaonone,flat,1.15,7497.0,2.0,2,3,8.0,Relatively New,T69246122,sector 84,1357.0,1,0,0,0,0,2,37,767.0
proxima tower,flat,0.6,4601.0,2.0,2,3,5.0,Under Construction,Q32382779,sector 37c,1174.0,1,0,0,1,0,0,55,652.0
signature global synera,flat,0.48,8451.0,2.0,2,1,7.0,Relatively New,W69403362,sector 81,611.0,0,0,0,0,0,2,70,284.0
independent,house,3.5,14787.0,5.0,4,2,2.0,Old Property,,sector 5,2367.0,0,0,0,1,1,0,36,473.4
smart world gems,flat,1.0,9033.0,2.0,2,2,1.0,Under Construction,P69385200,sector 89,1230.0,1,0,0,0,0,0,38,553.5
suncity avenue,flat,0.47,8935.0,2.0,2,1,5.0,Relatively New,J69785340,sector 102,580.0,0,0,1,0,0,0,142,263.0
independent,house,5.1,16569.0,3.0,2,0,1.0,Old Property,,sector 23,3078.0,0,0,0,0,1,0,27,1026.0
sobha city,house,10.5,14323.0,5.0,4,3+,1.0,Relatively New,,sector 108,7331.0,0,0,0,0,0,0,59,1466.2
independent,house,0.9,11465.0,2.0,4,3,3.0,Moderately Old,,sector 13,785.0,1,1,0,1,1,0,0,392.5
signature global synera,flat,0.39,6500.0,2.0,2,2,6.0,Relatively New,F68280774,sector 81,667.0,0,0,0,0,0,0,37,300.0
independent,house,3.51,12342.0,4.0,4,3,4.0,New Property,,sector 54,2844.0,0,1,0,0,0,0,73,711.0
dlf the ultima,flat,2.3,10994.0,3.0,4,3+,6.0,New Property,J69272686,sector 81,1883.0,0,1,0,0,0,1,167,697.3333333333334
dlf the primus,flat,1.85,10283.0,3.0,3,3+,2.0,Relatively New,U69551310,sector 82,1664.0,0,0,0,0,0,2,44,599.6666666666666
ss the leaf,flat,1.09,6663.0,2.0,2,3,5.0,Relatively New,M69584914,sector 85,1475.0,0,0,0,0,0,0,49,818.0
supertech hues,flat,0.93,8611.0,2.0,2,2,11.0,New Property,A68633102,sector 68,1200.0,0,0,0,0,0,0,0,540.0
puri emerald bay,flat,2.25,10465.0,3.0,4,3+,4.0,Relatively New,W69138046,sector 104,2297.0,0,1,0,0,0,2,159,716.6666666666666
international city by sobha phase 1,house,12.0,20000.0,5.0,6,3,2.0,Relatively New,,sector 109,7000.0,1,1,0,0,0,2,154,1200.0
indiabulls centrum park,house,3.25,8125.0,4.0,3,3+,20.0,Under Construction,,sector 103,4000.0,0,0,0,0,0,0,51,1000.0
independent,house,2.25,24510.0,1.0,3,3,3.0,Relatively New,,sector 46,90.0,1,0,0,0,0,2,35,918.0
dlf new town heights,flat,1.9,6967.0,4.0,4,3+,19.0,Relatively New,R70023498,sector 90,2505.0,0,1,1,0,0,2,174,681.75
ild grand,flat,0.66,5038.0,2.0,2,3+,14.0,Relatively New,Y68069556,sector 37c,1310.0,0,0,0,0,0,0,60,655.0
saksham welfare association,house,4.7,19848.0,6.0,6,3+,2.0,Old Property,,sector 22,2368.0,0,0,1,1,0,2,106,394.6666666666667
signature global infinity mall,flat,0.41,6269.0,2.0,2,3,3.0,New Property,S68847140,sector 36,654.0,0,0,0,0,0,0,0,327.0
emaar mgf palm hills,flat,1.55,7949.0,4.0,4,3+,2.0,Relatively New,K69961464,sector 77,1800.0,1,1,0,0,0,1,49,487.5
eldeco mansionz,house,6.0,22222.0,4.0,4,3+,2.0,Moderately Old,,sector 48,2700.0,0,1,0,0,0,0,69,675.0
smart world gems,flat,1.2,8433.0,3.0,3,2,2.0,New Property,B68678244,sector 89,1581.0,0,0,0,0,0,0,44,474.3333333333333
hsiidc sidco aravali,flat,0.81,3129.0,3.0,3,3+,2.0,Moderately Old,M70128844,sector 1,1900.0,0,1,0,0,0,0,74,863.0
emaar palm heights,flat,2.25,11250.0,3.0,3,3,22.0,New Property,N70141242,sector 77,1800.0,0,1,0,0,0,2,42,666.6666666666666
emaar mgf emerald floors premier,flat,2.9,14684.0,4.0,4,0,0.0,Relatively New,V57733226,sector 65,2194.0,0,0,1,0,0,0,50,493.75
meditech apartment,flat,2.45,8167.0,4.0,4,3+,1.0,Relatively New,W69731300,sector 56,2900.0,0,0,0,0,1,2,118,750.0
m3m heights,flat,2.29,15980.0,2.0,2,3,8.0,Under Construction,Z68221306,sector 65,1592.0,1,0,0,0,0,0,15,716.5
international city by sobha phase 2,house,6.8,12593.0,4.0,5,3,2.0,Relatively New,,sector 109,5400.0,0,1,0,0,0,0,49,1350.0
dlf city plots,house,17.0,37627.0,5.0,6,3,2.0,Old Property,,sector 26,4518.0,0,1,1,1,0,2,87,903.6
ireo victory valley,flat,3.15,12847.0,3.0,4,3+,15.0,Relatively New,I68178284,sector 67,2207.0,0,1,0,1,0,2,149,817.3333333333334
m3m soulitude,flat,1.25,8784.0,3.0,3,2,3.0,New Property,P69726906,sector 89,1581.0,1,0,0,0,0,0,49,474.3333333333333
sunischit apartments,flat,1.75,7955.0,3.0,4,3+,5.0,Moderately Old,O69835796,sector 54,1900.0,0,1,0,0,0,2,83,733.3333333333334
signature andour heights,flat,0.37,7400.0,1.0,1,2,2.0,Relatively New,C57176160,sector 71,425.0,0,0,0,0,0,2,37,500.0
ss almeria,flat,1.48,7400.0,3.0,3,2,1.0,New Property,R68134834,sector 84,1619.0,0,1,1,0,0,2,139,666.6666666666666
emaar gurgaon greens,flat,1.49,9030.0,3.0,3,3,10.0,Relatively New,K69714928,sector 102,1311.0,0,0,0,0,0,2,159,550.0
ss the leaf,flat,1.15,10017.0,2.0,2,3+,18.0,Relatively New,V69884868,sector 85,1376.0,0,0,1,0,0,0,156,574.0
kw royal court,flat,2.0,6250.0,5.0,4,3,9.0,Old Property,U69795940,sector 39,3556.0,0,1,0,0,0,1,49,640.0
raheja vedaanta,flat,0.85,4637.0,3.0,3,2,2.0,Relatively New,F69668674,sector 108,1500.0,0,1,0,0,0,0,65,611.0
independent,house,2.9,10741.0,7.0,7,3,2.0,Old Property,,sector 12,2700.0,0,0,0,0,0,0,7,385.7142857142857
sidhartha ncr one,flat,0.56,4106.0,2.0,2,2,10.0,Relatively New,M64213920,sector 95,1364.0,0,0,0,0,0,0,0,682.0
m3m merlin,flat,2.65,12946.0,3.0,3,3,0.0,Relatively New,H67972704,sector 67,2047.0,0,0,0,0,1,2,174,682.3333333333334
international city by sobha phase 2,house,5.65,10463.0,4.0,4,3+,2.0,New Property,,sector 109,5400.0,0,1,0,0,1,2,44,1350.0
bhagwati sadan,flat,1.15,5750.0,3.0,4,2,2.0,Old Property,W68513490,sector 12a,2000.0,1,1,0,0,1,2,28,666.6666666666666
sare homes,flat,0.58,4099.0,3.0,3,3,3.0,New Property,H51369072,sector 92,1274.0,0,0,0,0,0,0,54,471.6666666666667
spaze privy,flat,1.9,9620.0,3.0,3,3,10.0,Relatively New,T69753598,sector 72,1975.0,0,0,0,0,0,0,0,658.3333333333334
paras dews,flat,1.2,6818.0,3.0,4,3+,9.0,Relatively New,X69853706,sector 106,1186.0,0,1,0,0,0,0,174,586.6666666666666
la vida by tata housing,flat,3.35,12444.0,4.0,4,3+,11.0,Relatively New,K69821840,sector 113,2991.0,1,1,0,0,0,0,174,673.0
hsiidc sidco shivalik apartments,flat,0.73,3559.0,3.0,3,3+,2.0,Moderately Old,Q70128998,sector 1,1700.0,0,1,0,0,0,0,80,683.6666666666666
central park resorts,flat,11.25,28266.0,4.0,5,3+,2.0,Relatively New,Z69174760,sector 48,4422.0,0,1,0,1,0,0,45,995.0
puri diplomatic greens,flat,3.4,11525.0,4.0,5,3+,14.0,Relatively New,J61071112,sector 111,2655.0,0,1,0,0,0,0,94,737.5
pioneer araya,flat,10.75,19499.0,5.0,7,3,10.0,Relatively New,J69118026,sector 62,4963.0,0,1,0,0,0,2,153,1102.6
bestech park view sanskruti,flat,1.55,7568.0,3.0,4,3,16.0,Relatively New,X58323596,sector 92,1796.0,0,1,0,0,0,2,60,682.6666666666666
emaar mgf the palm drive,flat,3.0,14286.0,4.0,5,3+,10.0,Relatively New,C69202832,sector 66,2100.0,0,1,0,0,0,2,49,525.0
vatika signature villas,house,5.0,15432.0,4.0,4,3+,3.0,Relatively New,,sector 82,3240.0,0,1,1,1,0,0,24,810.0
supertech araville,flat,1.45,7455.0,3.0,3,3,3.0,Relatively New,U68283872,sector 79,2161.0,0,0,0,0,0,0,0,648.3333333333334
tulip orange,flat,1.0,10309.0,3.0,2,2,3.0,Moderately Old,F70070030,sector 70,1078.0,0,0,0,0,0,0,58,323.3333333333333
mapsko mount ville,flat,1.3,8025.0,3.0,3,3+,1.0,Relatively New,C69305780,sector 79,1209.0,0,0,0,0,0,2,140,540.0
apex builders,flat,0.42,5600.0,2.0,2,2,4.0,Relatively New,I68801870,sector 37c,833.0,0,0,0,0,0,0,42,375.0
bptp terra,flat,1.67,7622.0,4.0,4,3,11.0,Relatively New,G70095248,sector 37,2091.0,0,0,0,0,0,2,149,547.75
tulip violet,flat,3.1,9823.0,4.0,6,3+,14.0,Relatively New,G69429952,sector 69,2809.0,0,1,0,1,0,0,174,789.0
tulip violet,flat,1.72,8731.0,4.0,4,1,12.0,Relatively New,U69355454,sector 69,1773.0,0,0,0,0,0,0,86,492.5
ramprastha primera,flat,1.2,13333.0,3.0,3,3,5.0,Relatively New,I70027322,sector 37,1000.0,0,0,1,0,0,0,50,300.0
sobha city,flat,1.9,13758.0,2.0,2,2,8.0,Relatively New,K69513320,sector 108,1243.0,0,0,0,0,0,0,85,690.5
tulip petals,flat,1.1,7097.0,3.0,2,3,4.0,New Property,O69722550,sector 89,1550.0,0,0,0,0,0,0,0,516.6666666666666
senate court,flat,0.9,14085.0,1.0,1,0,0.0,Relatively New,S64125662,sector 62,639.0,0,0,0,0,0,0,0,639.0
"godrej 101, sector 79",flat,1.25,9038.0,2.0,2,3,1.0,Relatively New,M69336192,sector 79,1383.0,0,0,0,0,0,0,0,691.5
smart world gems,flat,1.05,9519.0,2.0,2,2,4.0,Under Construction,E70135102,sector 89,1103.0,1,0,0,0,1,0,38,551.5
dlf the ultima,flat,3.45,12013.0,4.0,4,3+,10.0,New Property,O68573508,sector 81,2585.0,0,1,0,0,0,1,165,718.0
tarc maceo,flat,1.9,6975.0,4.0,4,3,9.0,Relatively New,B70084692,sector 91,2452.0,0,1,0,0,0,0,120,681.0
vatika the seven lamps,flat,0.81,6193.0,2.0,2,2,15.0,Relatively New,Q69685558,sector 82,1170.0,0,0,0,0,0,2,117,654.0
bptp astaire gardens,house,1.18,8138.0,3.0,3,3+,2.0,Relatively New,,sector 70,1611.0,0,0,0,0,1,2,153,483.3333333333333
pareena coban residences,flat,1.6,8000.0,3.0,3,3,6.0,Under Construction,K68565760,sector 99a,1800.0,0,0,0,0,0,0,0,666.6666666666666
dlf the ultima,flat,3.45,12357.0,4.0,4,3+,25.0,Moderately Old,Z68652142,sector 81,2513.0,0,1,0,0,0,0,67,698.0
conscient heritage max,flat,1.7,11333.0,3.0,4,3+,8.0,Relatively New,T69713280,sector 102,1700.0,0,1,0,1,0,2,174,500.0
ats triumph,flat,2.6,8254.0,4.0,4,3+,12.0,Relatively New,S68587250,sector 104,2835.0,0,1,0,0,0,0,118,787.5
ats triumph,flat,2.65,8413.0,4.0,4,3+,14.0,Relatively New,M69157638,sector 104,2890.0,0,1,0,0,0,0,21,787.5
independent,house,4.7,21759.0,3.0,3,2,2.0,Old Property,,sector 57,2160.0,0,1,0,0,1,0,43,720.0
my home,house,0.34,12593.0,2.0,2,2,3.0,Moderately Old,,sector 110,270.0,0,0,0,0,0,0,22,135.0
international city by sobha phase 2,house,9.4,26111.0,5.0,6,3+,2.0,Relatively New,,sector 109,3600.0,1,1,1,1,0,2,147,720.0
oriental valley chs,flat,1.5,8108.0,4.0,3,3+,8.0,Moderately Old,E69799308,sector 9,2056.0,0,0,0,0,0,0,35,462.5
rof aalayas,flat,0.45,6000.0,1.0,1,2,6.0,Relatively New,Z69515124,sector 102,750.0,0,0,0,0,0,0,0,750.0
ss the leaf,flat,1.3,7927.0,2.0,2,2,17.0,New Property,I49614764,sector 85,1476.0,0,0,0,0,0,0,90,820.0
ambience creacions,flat,3.5,19444.0,3.0,4,3+,8.0,New Property,Z67904126,sector 22,2000.0,0,1,0,0,0,2,57,600.0
vatika gurgaon,flat,0.84,6747.0,2.0,2,2,7.0,Moderately Old,D70152358,sector 83,1121.0,0,0,0,0,0,2,157,622.5
apex our homes,flat,0.38,4108.0,2.0,2,1,9.0,Relatively New,P70125476,sector 37c,925.0,0,0,0,0,0,0,65,462.5
tata primanti,flat,6.75,19286.0,4.0,4,3+,0.0,New Property,R70100752,sector 72,4000.0,0,1,0,0,0,2,174,875.0
vatika gurgaon,flat,1.18,6801.0,3.0,3,2,14.0,Relatively New,M69428292,sector 83,1614.0,0,0,0,0,0,0,26,578.3333333333334
ireo skyon,flat,3.0,12484.0,3.0,3,3,5.0,Relatively New,O69439286,sector 60,2400.0,0,1,0,0,0,2,174,801.0
mapsko mount ville,flat,1.5,8264.0,3.0,4,3+,11.0,Relatively New,Z70021140,sector 79,1412.0,0,1,0,0,0,2,144,605.0
emaar palm gardens,flat,1.8,9474.0,3.0,4,0,9.0,Relatively New,C69873450,sector 83,1900.0,0,0,0,0,0,0,55,633.3333333333334
spaze privy,house,3.09,6981.0,5.0,5,3+,14.0,Relatively New,,sector 72,3653.0,0,1,0,0,0,2,33,885.2
m3m one key resiments,flat,0.8,13115.0,1.0,1,0,0.0,Relatively New,G68560058,sector 67,610.0,0,0,0,0,0,0,0,610.0
parsvnath exotica,flat,4.8,14679.0,3.0,4,3+,12.0,New Property,I30409139,sector 53,2895.0,0,0,0,0,0,0,69,1090.0
independent,house,0.92,15257.0,4.0,1,0,1.0,Moderately Old,,sector 3,603.0,0,0,0,0,0,0,0,150.75
ansal api celebrity suites,flat,0.6,8163.0,1.0,1,1,5.0,Moderately Old,W69305612,sector 2,662.0,0,0,0,0,0,2,88,735.0
m3m woodshire,flat,1.45,6141.0,3.0,4,3+,7.0,Relatively New,H57213190,sector 107,1900.0,0,1,0,0,0,0,67,787.0
shapoorji pallonji joyville gurugram,flat,1.76,10227.0,3.0,3,3,1.0,Relatively New,X69558006,sector 102,1523.0,0,0,0,0,0,0,100,573.6666666666666
emaar mgf emerald floors premier,flat,2.7,16364.0,3.0,3,3,5.0,Relatively New,O69850120,sector 65,1650.0,0,1,1,0,0,2,108,550.0
huda flats,house,2.3,17037.0,5.0,3,3+,3.0,Old Property,,sector 7,1350.0,1,1,0,1,0,0,27,270.0
m3m capital,flat,2.9,12620.0,4.0,4,3+,11.0,Under Construction,G68377158,sector 113,2553.0,1,1,0,0,0,0,49,574.5
m3m woodshire,flat,0.8,5857.0,2.0,2,3+,6.0,Relatively New,F69544930,sector 107,1201.0,0,0,0,1,0,2,174,683.0
independent,house,8.0,22222.0,4.0,5,3+,1.0,Old Property,,sector 7,3600.0,1,1,0,1,0,0,31,900.0
m3m golfestate,flat,5.0,16667.0,3.0,3,3,2.0,Relatively New,O69258752,sector 65,3245.0,0,1,0,0,0,2,174,1000.0
puri diplomatic greens,flat,2.25,13235.0,3.0,3,2,12.0,Relatively New,R69578844,sector 111,1530.0,0,0,0,0,0,0,101,566.6666666666666
la vida by tata housing,flat,3.72,13985.0,5.0,4,3+,0.0,New Property,N70165386,sector 113,2956.0,0,0,0,1,0,1,44,532.0
dlf regal gardens,flat,1.29,7104.0,3.0,3,3+,12.0,Relatively New,Z69685130,sector 90,1817.0,0,1,0,0,0,0,152,605.3333333333334
godrej aria,flat,1.69,8522.0,3.0,3,2,7.0,Relatively New,O69438032,sector 79,1785.0,0,0,0,0,0,0,112,661.0
ireo the corridors,flat,1.4,9434.0,2.0,2,2,8.0,Relatively New,X69328048,sector 67,1146.0,1,0,0,0,1,0,90,742.0
breez global heights,flat,0.24,5825.0,1.0,1,1,8.0,New Property,P69387204,sector 36,458.0,0,0,0,0,0,0,57,412.0
independent,house,27.5,24366.0,6.0,7,3+,3.0,Relatively New,,sector 43,11286.0,1,1,0,1,1,2,42,1881.0
raheja vedaanta,flat,1.5,5263.0,3.0,4,0,12.0,Relatively New,U68022230,sector 108,2850.0,0,0,0,0,0,0,0,950.0
emaar gurgaon greens,flat,1.3,7879.0,3.0,3,3,4.0,Relatively New,Q67478474,sector 102,1311.0,0,1,0,0,0,2,125,550.0
ireo skyon,flat,2.65,13125.0,3.0,4,3+,7.0,Moderately Old,H68412308,sector 60,2037.0,0,1,0,0,0,2,152,673.0
puri diplomatic greens,flat,2.65,13590.0,3.0,4,2,7.0,Relatively New,R69137466,sector 111,2080.0,0,1,0,0,0,2,159,650.0
sbr apartment,flat,0.68,4456.0,3.0,3,3,2.0,Moderately Old,J69036924,sector 1a,1526.0,0,0,0,0,0,0,0,508.6666666666667
tulip violet,flat,1.38,8967.0,3.0,3,1,12.0,Relatively New,B69355010,sector 69,1384.0,0,0,0,1,0,0,86,513.0
ansal sushant residency,house,4.6,17037.0,6.0,6,3,3.0,Old Property,,sector 57,2700.0,1,1,1,1,0,1,102,450.0
smart world orchard,flat,2.2,14203.0,3.0,3,2,4.0,New Property,J69350180,sector 61,1721.0,0,0,0,0,0,0,152,516.3333333333334
ats kocoon,flat,1.6,9169.0,3.0,3,3,10.0,Relatively New,U68138998,sector 109,1550.0,0,0,0,0,0,0,86,581.6666666666666
dlf new town heights,flat,1.25,6477.0,3.0,3,3+,6.0,Relatively New,N69266530,sector 90,1929.0,0,1,0,1,0,0,136,643.3333333333334
godrej,flat,1.33,8531.0,2.0,2,3,6.0,Relatively New,W69483012,sector 79,1403.0,1,0,0,0,0,0,158,779.5
dlf new town heights,flat,1.51,6387.0,4.0,4,3+,6.0,Relatively New,G69632410,sector 90,2362.0,0,1,0,1,0,2,142,591.0
dlf city plots phase 4,house,9.54,29444.0,6.0,5,3+,3.0,New Property,,sector 28,3240.0,1,1,1,1,0,0,153,540.0
godrej aria,flat,1.0,6653.0,2.0,2,2,4.0,Relatively New,P63014096,sector 79,1300.0,1,0,0,0,0,0,49,751.5
signature global solera,flat,0.36,5980.0,2.0,2,1,7.0,Relatively New,C69403800,sector 107,598.0,0,0,0,0,1,0,49,301.0
capital residences 360,flat,1.1,7586.0,2.0,2,2,10.0,Relatively New,B69688910,sector 70,1305.0,1,0,0,0,0,0,42,725.0
supertech araville,flat,0.71,5521.0,2.0,2,0,9.0,Under Construction,A12882925,sector 79,1295.0,0,0,0,0,0,0,0,643.0
ramson kshitij sec-95 gurugram,flat,0.27,2700.0,2.0,2,0,1.0,Relatively New,V68346118,sector 95,756.0,0,0,0,0,0,0,0,500.0
lord krishna,flat,2.7,8571.0,4.0,3,3,6.0,Old Property,Z68946778,sector 12a,3150.0,0,0,0,0,0,0,0,787.5
dlf express greens,flat,1.5,6359.0,4.0,5,3+,10.0,New Property,Z29421515,sector 1a,2123.0,0,1,0,0,0,0,32,589.75
uppal southend,house,6.75,32328.0,4.0,4,3,3.0,Relatively New,,sector 49,2088.0,0,1,0,0,0,2,26,522.0
eros rosewood city,house,3.75,22046.0,3.0,3,1,2.0,Old Property,,sector 49,1701.0,0,0,0,1,0,2,6,567.0
unitech greenwood city,flat,2.4,12346.0,3.0,3,2,1.0,New Property,G69464840,sector 45,194.0,0,1,0,0,0,2,19,648.0
tulip leaf,flat,2.07,11424.0,3.0,3,3,16.0,Relatively New,D69180036,sector 69,1631.0,0,0,0,0,0,0,49,604.0
mapsko casa bella,flat,1.3,6379.0,4.0,4,3+,1.0,Relatively New,E62464936,sector 82,1764.0,0,1,0,0,0,0,130,509.5
signature global solera,flat,0.49,8221.0,2.0,2,1,8.0,Relatively New,Y69403834,sector 107,598.0,0,0,0,0,1,1,49,298.0
ambience creacions,flat,1.65,11957.0,2.0,2,2,9.0,Relatively New,X70126650,sector 22,1200.0,0,0,0,1,1,1,133,690.0
signature global solera,flat,0.4,6645.0,2.0,2,1,7.0,Relatively New,V69442008,sector 107,575.0,0,0,0,0,0,2,55,301.0
m3m merlin,flat,3.4,14419.0,3.0,4,3,17.0,Relatively New,K69205334,sector 67,2122.0,0,1,0,0,0,2,174,786.0
ireo the corridors,flat,1.6,9265.0,3.0,3,2,3.0,New Property,V69440184,sector 67,1342.0,0,0,1,0,0,2,142,575.6666666666666
independent,house,3.35,26973.0,1.0,1,0,1.0,Old Property,,c block sushant lok phase 1,1242.0,0,0,0,0,0,0,9,1242.0
la lagune,flat,6.75,21361.0,4.0,6,3+,11.0,Moderately Old,B66133960,sector 54,2455.0,0,1,0,0,0,2,119,790.0
corona optus,flat,1.4,7035.0,3.0,3,3+,4.0,Relatively New,O69464448,sector 37c,1890.0,0,1,0,0,0,0,149,663.3333333333334
imperia aashiyara,flat,0.4,5882.0,2.0,2,3,3.0,Under Construction,Z68299634,sector 37c,756.0,0,0,0,0,0,0,126,340.0
ramsons kshitij,flat,0.35,5495.0,2.0,2,0,5.0,Relatively New,Z65720898,sector 95,637.0,0,0,0,0,0,0,0,318.5
pareena mi casa,flat,1.7,8504.0,4.0,4,3,2.0,New Property,E68365074,sector 68,1799.0,0,0,0,0,0,0,47,499.75
vatika india next,house,6.8,20988.0,4.0,4,3+,3.0,Relatively New,,sector 82,3240.0,0,1,0,0,0,1,110,810.0
ireo uptown,flat,1.85,12568.0,2.0,3,3,16.0,Relatively New,Y43156359,sector 66,1470.0,0,1,0,0,1,2,79,736.0
dlf new town heights,flat,1.3,6736.0,3.0,3,3+,10.0,Relatively New,I69266172,sector 90,1929.0,0,1,0,1,0,2,129,643.3333333333334
experion windchants,flat,3.29,11742.0,3.0,3,3+,2.0,Relatively New,R60457544,sector 112,2225.56,0,1,0,0,0,2,152,934.0
independent,house,3.5,24306.0,3.0,3,2,1.0,Relatively New,,sector 38,1440.0,0,0,0,0,0,0,0,480.0
vatika xpressions,flat,1.1,8148.0,2.0,4,3+,2.0,Under Construction,S50764468,sector 88b,1350.0,1,0,0,0,0,0,58,675.0
supertech hues,flat,0.9,7627.0,2.0,2,2,1.0,New Property,L68419576,sector 68,1311.0,0,0,0,0,0,0,44,590.0
independent,house,2.95,15989.0,4.0,4,3+,2.0,Old Property,,sector 2,1845.0,0,0,0,0,0,0,27,461.25
umang monsoon breeze,flat,1.2,6494.0,3.0,3,2,8.0,Moderately Old,R61360534,sector 78,2039.0,0,0,0,1,0,1,8,616.0
signature global solera,flat,0.28,5726.0,2.0,2,2,6.0,Relatively New,U69217200,sector 107,543.0,0,0,0,0,0,0,45,244.5
independent,house,0.69,9103.0,1.0,1,1,2.0,Old Property,,sector 7,758.0,0,0,0,0,0,0,0,758.0
indiabulls centrum park,flat,1.32,7788.0,3.0,3,3+,6.0,Relatively New,P69850302,sector 103,1300.0,1,0,0,0,0,0,49,565.0
corona optus,flat,1.43,7186.0,3.0,3,3+,2.0,Relatively New,Y70044792,sector 37c,1829.0,0,1,0,0,1,0,49,663.3333333333334
paras dews,flat,1.35,7297.0,4.0,4,3+,18.0,Relatively New,P69626214,sector 106,2100.0,0,1,0,1,0,2,174,462.5
unitech the residences,flat,1.35,8738.0,3.0,4,2,8.0,Moderately Old,C69428930,sector 33,1391.0,0,1,0,0,0,0,49,515.0
sobha city,flat,2.4,17379.0,2.0,2,2,14.0,New Property,K70067632,sector 108,1243.0,0,0,0,0,0,2,113,690.5
sidhartha ncr greens,flat,0.6,5576.0,2.0,2,2,14.0,Relatively New,F58024702,sector 95,968.0,1,0,0,0,0,0,31,538.0
puri emerald bay,flat,2.65,15006.0,3.0,4,3,15.0,Relatively New,L69551250,sector 104,2084.0,0,1,0,0,0,2,174,588.6666666666666
dlf new town heights,flat,1.25,6477.0,3.0,4,3+,2.0,Relatively New,L43236671,sector 86,1737.0,0,1,0,1,0,0,65,643.3333333333334
umang winter hills,flat,0.86,6408.0,2.0,2,2,16.0,New Property,J54539884,sector 77,1208.0,0,0,0,0,0,2,79,671.0
ss the leaf,flat,1.07,6524.0,2.0,2,3,21.0,Relatively New,U69233522,sector 85,1476.0,0,0,0,1,0,0,67,820.0
dlf regal gardens,flat,1.75,7901.0,4.0,4,3+,3.0,Relatively New,E69221550,sector 90,1994.0,0,0,0,0,1,0,6,553.75
ansal housing highland park,flat,0.8,5878.0,2.0,2,3,3.0,New Property,Y68584460,sector 103,1089.0,0,0,0,1,0,0,174,680.5
shree vardhman flora,flat,1.25,4854.0,4.0,5,2,8.0,Relatively New,L69230920,sector 90,2318.0,1,1,0,0,0,0,165,643.75
puri diplomatic greens,house,9.0,11250.0,5.0,5,3+,3.0,Relatively New,,sector 111,8000.0,0,1,0,0,0,0,112,1600.0
pivotal devaan,flat,0.34,5832.0,2.0,2,1,3.0,Relatively New,X69623938,sector 84,531.0,0,0,1,0,0,0,75,291.5
emaar palm gardens,flat,1.75,9211.0,3.0,3,3+,11.0,Relatively New,I69881898,sector 83,1544.0,0,1,0,0,0,0,120,633.3333333333334
ats triumph,flat,2.0,8734.0,3.0,4,3+,4.0,Relatively New,O69034342,sector 104,2061.0,0,1,0,0,0,0,60,763.3333333333334
om apartment dayanand colony,flat,0.26,4370.0,1.0,1,1,3.0,Relatively New,F69282174,sector 5,648.0,0,0,0,0,0,0,14,595.0
independent,house,0.59,10085.0,2.0,2,2,2.0,Moderately Old,,sector 8,585.0,0,0,0,0,1,0,7,292.5
m3m urbana,flat,0.95,10894.0,1.0,1,1,17.0,Relatively New,X66349446,sector 67,826.0,0,0,0,0,0,0,49,872.0
vatika the seven lamps,flat,0.89,8847.0,2.0,2,2,14.0,Relatively New,G69826712,sector 82,1198.0,1,0,0,0,0,2,129,503.0
independent,house,0.67,9795.0,3.0,3,2,2.0,Relatively New,,sector 105,76.0,0,0,0,0,1,0,7,228.0
independent,house,0.95,10556.0,3.0,2,2,3.0,Old Property,,sector 110,900.0,0,0,1,0,0,0,16,300.0
puri emerald bay,flat,1.5,9677.0,2.0,2,2,7.0,Under Construction,Q21308628,sector 104,1395.0,0,0,0,0,1,0,43,775.0
