society,property_type,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,sector,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
ireo skyon,flat,3.6,12816.0,4.0,5,3,24.0,Relatively New,O69237000,sector 60,2598.0,0,1,0,0,0,2,49,702.25
mapsko mount ville,flat,1.25,8389.0,3.0,3,3,18.0,Relatively New,I69670912,sector 79,1058.0,1,0,0,0,0,2,102,496.6666666666667
m3m the marina,flat,1.32,8759.0,2.0,2,3,15.0,Relatively New,N69834838,sector 68,1356.0,1,0,0,0,0,0,120,753.5
independent,house,1.05,9722.0,3.0,2,0,1.0,Old Property,,sector 10,1080.0,0,0,0,0,0,0,0,360.0
dlf city plots,house,19.0,42054.0,6.0,6,3,2.0,Relatively New,,sector 26,4518.0,1,1,0,0,0,2,121,753.0
sbtl caladium,flat,1.9,6219.0,4.0,4,3,8.0,Relatively New,Z68554704,sector 109,2750.0,0,1,0,0,0,0,151,763.75
independent,house,0.95,7308.0,5.0,3,0,1.0,Relatively New,,laxmi garden,1300.0,0,0,0,0,0,0,0,260.0
imperia the esfera,flat,0.99,5455.0,3.0,4,3,9.0,Relatively New,E70042222,sector 37c,1656.0,0,1,0,0,0,0,49,605.0
independent,house,7.5,23148.0,5.0,5,3+,2.0,Relatively New,,sector 82,3240.0,0,1,0,1,0,2,135,648.0
pareena mi casa,flat,1.1,9016.0,2.0,2,3,13.0,New Property,V58274898,sector 68,1241.0,0,0,0,0,0,0,106,610.0
m3m the marina,flat,1.45,9615.0,3.0,2,3+,9.0,New Property,C70135720,sector 68,1357.0,0,0,0,0,0,0,0,502.6666666666667
antriksh heights,flat,0.92,5041.0,3.0,3,3,2.0,Relatively New,Z69973884,sector 84,1643.0,1,0,0,1,0,0,67,608.3333333333334
eros rosewood city,house,4.05,20769.0,3.0,3,3,2.0,Moderately Old,,sector 49,2000.0,0,1,1,0,0,0,46,650.0
alpha corp gurgaonone,flat,1.5,7641.0,3.0,3,3,20.0,Relatively New,Q70006900,sector 84,1828.0,0,1,0,0,0,2,37,654.3333333333334
smart world gems,flat,1.16,8152.0,3.0,3,2,3.0,Under Construction,W66156744,sector 89,1581.0,1,0,0,0,0,0,68,474.3333333333333
emaar gurgaon greens,flat,1.45,8788.0,3.0,3,3,8.0,Relatively New,J69848742,sector 102,1300.0,0,1,0,0,0,0,49,550.0
independent,house,0.8,8889.0,2.0,4,0,2.0,Old Property,,sector 10,900.0,0,0,0,0,0,0,0,450.0
sidhartha ncr one phase,flat,0.55,4867.0,2.0,2,2,14.0,New Property,V66344198,sector 95,1256.0,1,0,0,0,0,0,90,565.0
tarc maceo,flat,0.9,6870.0,2.0,2,2,13.0,Relatively New,A70182296,sector 91,1179.0,0,0,0,0,0,1,67,655.0
international city by sobha phase 1,house,5.7,10556.0,4.0,4,3+,4.0,Relatively New,,sector 109,5400.0,1,1,0,0,0,0,98,1350.0
independent,house,1.6,11852.0,5.0,5,2,3.0,Relatively New,,sector 21,120.0,0,0,0,0,0,0,0,270.0
bptp pedestal,house,0.9,7582.0,2.0,2,3+,3.0,New Property,,sector 70,1319.0,0,1,0,0,1,0,153,593.5
emaar gurgaon greens,flat,1.35,10800.0,3.0,4,3+,9.0,Relatively New,R69505282,sector 102,1400.0,0,1,0,1,0,2,174,416.6666666666667
independent,house,0.7,5833.0,3.0,2,2,1.0,Moderately Old,,sector 105,1200.0,0,0,0,0,0,0,0,400.0
experion the heartsong,flat,1.3,8344.0,3.0,3,3+,7.0,Relatively New,P69141374,sector 108,1657.0,1,0,0,0,0,0,150,519.3333333333334
imperia the esfera,flat,0.7,4878.0,2.0,3,3+,12.0,Under Construction,O34919717,sector 37c,1292.0,1,0,0,0,1,0,58,717.5
mapsko royale ville,flat,0.99,5531.0,3.0,4,2,14.0,New Property,I37314081,sector 82,1611.0,0,1,0,0,0,0,95,596.6666666666666
independent,house,1.1,8148.0,2.0,2,1,2.0,Old Property,,sector 10,150.0,0,0,0,0,1,0,0,675.0
signature global solera,flat,0.37,6752.0,2.0,2,1,10.0,Relatively New,U57619116,sector 107,493.0,0,0,0,0,0,0,73,274.0
parsvnath green ville,flat,1.86,7654.0,3.0,3,3+,6.0,Moderately Old,K67331462,sector 48,2187.0,0,1,0,0,0,2,94,810.0
bestech park view city,flat,4.25,9335.0,4.0,5,3+,14.0,Moderately Old,R65933608,sector 48,4098.0,1,0,0,0,0,2,81,1138.25
m3m heights,flat,3.29,17998.0,3.0,3,3,33.0,New Property,H68309416,sector 65,1828.0,0,0,0,0,0,0,49,609.3333333333334
conscient one,flat,1.7,17617.0,1.0,1,2,9.0,Relatively New,C68597238,sector 109,965.0,0,0,0,0,0,0,0,965.0
ss the leaf,flat,2.0,8306.0,3.0,4,3,8.0,Relatively New,G69751862,sector 85,2167.0,0,1,0,0,0,0,21,802.6666666666666
godrej aria,flat,0.96,13296.0,2.0,2,3,8.0,Relatively New,B69923090,sector 79,1009.0,0,0,0,0,0,0,49,361.0
mapsko casa bella,flat,1.75,6903.0,4.0,5,3+,1.0,Relatively New,J69772634,sector 82,2535.0,0,0,0,0,0,0,54,633.75
experion the heartsong,flat,0.87,11853.0,2.0,3,3,2.0,Relatively New,Q67864736,sector 108,978.23,0,1,0,0,0,2,123,367.0
sagar apartment,flat,1.45,7250.0,3.0,3,3+,7.0,Old Property,K69831288,sector 56,1900.0,1,1,0,1,1,0,166,666.6666666666666
emaar mgf emerald floors premier,flat,2.0,12121.0,3.0,3,3,1.0,Relatively New,R70171066,sector 65,1833.0,0,1,0,0,0,2,124,550.0
independent,house,0.3,5556.0,1.0,1,2,1.0,New Property,,sector 5,540.0,0,0,0,0,0,0,0,540.0
dlf regal gardens,flat,1.25,6460.0,3.0,3,3,10.0,Relatively New,Y41856015,sector 90,1650.0,0,0,0,0,1,2,38,645.0
bestech park view ananda,flat,1.35,7542.0,3.0,3,3+,8.0,Old Property,R70035130,sector 81,1989.0,0,0,0,0,0,0,114,596.6666666666666
godrej icon,flat,1.65,9041.0,3.0,3,3,12.0,New Property,O69918112,sector 88a,1643.0,0,0,0,0,0,0,60,608.3333333333334
orris carnation residency,flat,0.88,5954.0,3.0,3,1,1.0,Relatively New,R70168574,sector 85,1337.0,0,0,0,0,0,0,65,492.6666666666667
umang winter hills,flat,1.0,7502.0,2.0,2,2,3.0,New Property,W61214098,sector 77,1489.0,0,0,0,0,0,0,74,666.5
ireo skyon,flat,3.75,13393.0,4.0,4,3,12.0,Relatively New,U69182098,sector 60,2650.0,0,1,0,0,0,2,49,700.0
vasant appartments,flat,1.7,7391.0,5.0,5,2,2.0,Old Property,O69762684,sector 14,2556.0,1,0,1,1,0,1,71,460.0
sobha city,flat,2.9,14478.0,3.0,4,2,8.0,New Property,J60869654,sector 108,2003.0,0,0,0,0,0,0,109,667.6666666666666
ss the leaf,flat,1.65,6852.0,3.0,4,3,9.0,New Property,J69235666,sector 85,2167.0,0,0,0,1,0,0,21,802.6666666666666
lotus elise,flat,0.95,6552.0,2.0,3,3,7.0,Relatively New,K66567172,sector 99,1611.0,0,1,0,0,0,0,0,725.0
independent,house,2.0,13889.0,2.0,2,2,2.0,Old Property,,sector 7,1440.0,0,0,0,0,0,0,22,720.0
international city by sobha phase 2,house,12.5,26670.0,5.0,6,3,3.0,Relatively New,,sector 109,4500.0,1,1,1,1,0,0,63,937.4
unitech uniworld gardens,flat,1.05,10532.0,2.0,2,2,3.0,Relatively New,N68074094,sector 47,1108.0,0,0,0,0,0,2,34,498.5
independent,house,4.6,21296.0,3.0,3,3+,2.0,Old Property,,sector 55,2160.0,0,1,1,1,0,2,37,720.0
independent,house,7.0,39260.0,5.0,5,2,3.0,Relatively New,,sector 26,1783.0,0,1,0,0,0,0,9,356.6
bestech altura,flat,1.85,8605.0,3.0,4,3+,11.0,New Property,B68809960,sector 79,1935.0,0,1,0,0,0,0,49,716.6666666666666
puri emerald bay,flat,1.32,8516.0,2.0,2,2,10.0,Relatively New,L69764558,sector 104,1395.0,0,0,0,0,0,0,128,775.0
mapsko mount ville,flat,1.3,8725.0,3.0,3,3,19.0,Relatively New,O69444490,sector 79,1176.0,0,0,1,0,0,2,102,496.6666666666667
sobha city,flat,2.6,15196.0,3.0,3,2,11.0,New Property,Z67948628,sector 108,1711.0,0,0,0,0,0,0,49,570.3333333333334
dlf the skycourt,flat,2.2,11500.0,3.0,3,1,7.0,Relatively New,R69778854,sector 86,1737.0,0,0,0,1,0,1,77,637.6666666666666
signature global the millennia 3,flat,0.5,7143.0,3.0,3,2,2.0,Under Construction,V70119660,sector 37,778.0,0,0,0,0,0,0,31,233.33333333333331
shapoorji pallonji joyville gurugram,flat,1.28,10535.0,2.0,2,3,10.0,Relatively New,U69549176,sector 102,1094.0,0,0,0,0,0,0,49,607.5
independent,house,2.5,17857.0,5.0,4,3,1.0,Old Property,,sector 11,1850.0,0,0,1,0,0,0,0,280.0
independent,house,5.8,32222.0,4.0,3,2,2.0,Relatively New,,sector 26,1800.0,0,0,1,0,0,0,21,450.0
guru gram haryana cghs,flat,1.39,8424.0,3.0,2,3,6.0,Old Property,G69430838,sector 56,1750.0,0,1,0,1,0,2,89,550.0
capital residences 360,flat,1.55,7844.0,3.0,3,3,8.0,Relatively New,Q69662820,sector 70,1600.0,1,1,0,1,1,0,42,658.6666666666666
m3m skywalk,flat,1.55,13790.0,2.0,2,3+,18.0,Relatively New,D69704294,sector 74,1300.0,0,0,0,0,1,0,137,562.0
smart world orchard,flat,1.58,13739.0,2.0,2,2,3.0,New Property,H69343242,sector 61,1278.0,1,0,0,0,0,0,15,575.0
parsvnath exotica,flat,5.0,17271.0,3.0,4,3+,8.0,Relatively New,V70094774,sector 53,2500.0,0,1,0,1,1,2,49,965.0
m3m skywalk,flat,1.54,10815.0,2.0,2,3+,15.0,Relatively New,M69704330,sector 74,1200.0,0,0,0,0,1,0,137,712.0
emaar mgf marbella,house,11.0,33951.0,5.0,6,3+,2.0,New Property,,sector 66,3240.0,1,1,1,1,0,2,153,648.0
indiabulls centrum park,flat,1.05,5859.0,2.0,2,3,1.0,Relatively New,K67904562,sector 103,1365.0,0,0,0,0,0,2,51,896.0
adani m2k oyster grande,flat,2.6,10008.0,3.0,3,3,2.0,Relatively New,X70090934,sector 102,2338.0,1,1,1,0,0,0,118,866.0
eldeco mansionz,house,4.75,20299.0,7.0,7,3,2.0,Moderately Old,,sector 48,2340.0,1,0,0,0,0,2,33,334.2857142857143
gls avenue 51,flat,0.39,6075.0,3.0,3,3+,6.0,Relatively New,Z68627274,sector 92,713.0,0,0,0,0,0,0,104,214.0
bptp astaire gardens,flat,1.8,9351.0,3.0,3,3,3.0,Relatively New,B68804336,sector 70,1925.0,1,0,0,0,0,0,135,641.6666666666666
elan the presidential,flat,6.3,15385.0,5.0,6,3+,10.0,Under Construction,T69126686,sector 106,3787.0,0,0,0,0,0,2,62,819.0
ireo uptown,flat,2.4,13065.0,3.0,2,3,5.0,Relatively New,B69847394,sector 66,1700.0,0,1,0,0,0,2,156,612.3333333333334
bestech park view grand spa,flat,2.25,8459.0,3.0,4,3+,8.0,Relatively New,Y69455236,sector 81,2300.0,1,1,1,0,0,2,122,886.6666666666666
godrej oasis,flat,2.65,16751.0,3.0,3,3+,10.0,New Property,N33894215,sector 88a,1582.0,0,0,0,0,0,0,110,527.3333333333334
nagata group housing society,flat,0.85,3696.0,3.0,3,3+,4.0,Relatively New,W68198492,sector 1,2070.0,0,1,0,0,0,0,5,766.6666666666666
imperia the esfera,flat,0.98,5399.0,3.0,4,3,9.0,Relatively New,T70039480,sector 37c,1656.0,0,1,0,0,1,0,49,605.0
smart world gems,flat,1.2,8433.0,3.0,3,2,3.0,New Property,Q69481026,sector 89,1423.0,1,0,0,0,1,0,37,474.3333333333333
independent,house,0.37,8222.0,2.0,2,1,1.0,Moderately Old,,sector 105,450.0,0,0,0,0,1,0,0,225.0
independent,house,0.66,10784.0,3.0,2,1,2.0,Old Property,,sector 6,612.0,0,0,0,0,0,0,36,204.0
eldeco mansionz,house,5.0,21368.0,7.0,7,3,2.0,Moderately Old,,sector 48,2340.0,0,0,0,0,0,2,40,334.2857142857143
independent,house,7.35,29697.0,6.0,4,3+,3.0,Old Property,,sector 45,2475.0,1,1,1,1,0,2,61,412.5
m3m skycity,flat,1.8,13699.0,2.0,2,3,13.0,New Property,E69396162,sector 65,1456.0,0,0,0,0,0,0,73,657.0
rof ananda,flat,0.2,5464.0,1.0,1,1,9.0,Relatively New,U69979052,sector 95,407.0,0,0,0,1,0,0,52,366.0
emaar mgf emerald floors premier,flat,2.35,14242.0,3.0,3,3,2.0,Relatively New,Q66912750,sector 65,1485.0,1,1,0,0,0,2,168,550.0
emaar mgf the enclave,flat,2.1,12353.0,3.0,4,2,12.0,Relatively New,I69849886,sector 66,1800.0,0,1,0,0,0,2,156,566.6666666666666
indiabulls centrum park,flat,1.34,7486.0,3.0,3,3+,13.0,Relatively New,H69107526,sector 103,1556.0,1,0,0,0,0,0,93,596.6666666666666
umang monsoon breeze,flat,0.75,6053.0,2.0,2,1,5.0,Moderately Old,M69132144,sector 78,1239.0,0,0,0,0,0,0,0,619.5
dlf the ultima,flat,3.25,11805.0,4.0,4,3+,11.0,Moderately Old,O68626762,sector 81,2478.0,0,1,0,0,0,0,28,688.25
unitech espace,house,11.29,34846.0,5.0,5,3+,2.0,Moderately Old,,sector 50,3240.0,1,0,0,1,0,0,21,648.0
shapoorji pallonji joyville gurugram,flat,2.0,10799.0,3.0,3,3,9.0,Relatively New,R70022430,sector 102,1667.0,0,0,0,0,0,0,49,617.3333333333334
independent,house,0.9,13333.0,2.0,4,0,2.0,Old Property,,sector 12,675.0,0,0,0,0,0,0,0,337.5
ambience caitriona,flat,14.0,22222.0,4.0,5,3,3.0,Old Property,A68959646,sector 24,6300.0,0,0,0,0,0,0,0,1575.0
shree vardhman flora,flat,0.8,5926.0,2.0,3,2,0.0,Relatively New,A69240906,sector 90,1350.0,0,0,0,0,0,0,60,675.0
ss,flat,1.2,7151.0,2.0,2,3,15.0,Relatively New,Y70085140,sector 85,1660.0,0,0,0,0,0,0,49,839.0
dlf city phase 1,house,5.5,30556.0,4.0,4,3,2.0,Moderately Old,,sector 26,1800.0,1,1,0,1,0,0,69,450.0
greenopolis,flat,0.8,4819.0,2.0,3,3,8.0,Under Construction,W31384819,sector 89,1494.0,1,0,0,0,1,0,60,830.0
chd avenue,flat,1.4,7946.0,3.0,3,2,1.0,Moderately Old,V69704890,sector 71,1958.0,0,0,0,1,0,2,125,587.3333333333334
the rama apartment cghs,flat,2.5,10204.0,4.0,4,3+,4.0,Moderately Old,C70142038,sector 43,2722.0,0,1,0,0,0,0,26,612.5
supertech hues,flat,0.8,6780.0,2.0,2,3+,14.0,New Property,V69809542,sector 68,1180.0,0,0,0,0,0,2,26,590.0
la vida by tata housing,flat,1.65,10450.0,3.0,2,2,3.0,Relatively New,B69730452,sector 113,1420.0,0,0,0,0,0,0,49,526.3333333333334
experion windchants,flat,4.25,11294.0,3.0,5,2,15.0,Relatively New,K69595770,sector 112,3000.0,0,1,0,1,0,0,72,1254.3333333333333
rattan vihar rajendra park,house,0.85,14167.0,1.0,5,3+,4.0,New Property,,sector 102,600.0,0,0,0,0,0,0,0,600.0
emaar mgf emerald floors premier,flat,2.24,13576.0,3.0,3,3,2.0,Relatively New,A68420638,sector 65,1833.0,1,1,0,0,0,0,46,550.0
maruti vihar,flat,1.0,9091.0,1.0,1,1,1.0,Old Property,G68997632,sector 28,990.0,1,0,0,1,0,2,80,1100.0
indiabulls enigma,flat,4.1,10567.0,5.0,5,2,10.0,Relatively New,O69551328,sector 110,3500.0,0,1,0,0,0,0,159,776.0
independent,house,1.35,3857.0,10.0,6,3+,3.0,Old Property,,bhondsi,3500.0,0,0,0,0,0,0,0,350.0
aipl the peaceful homes,flat,1.6,9587.0,2.0,2,2,22.0,Moderately Old,T65404876,sector 70,1409.0,0,0,0,0,0,0,86,834.5
conscient habitat,flat,0.27,5602.0,2.0,2,1,8.0,Relatively New,Q69706920,sector 99a,538.0,0,0,0,0,1,0,49,241.0
ss almeria,flat,1.5,7500.0,3.0,3,3,2.0,New Property,G24821069,sector 84,1845.0,0,1,0,0,0,0,108,666.6666666666666
shapoorji pallonji joyville gurugram,flat,0.97,16441.0,2.0,2,2,10.0,Relatively New,T68619970,sector 102,739.0,0,0,0,0,0,0,151,295.0
m3m heights,flat,1.99,15794.0,2.0,2,2,26.0,Under Construction,B68209038,sector 65,1134.0,0,0,0,0,0,0,48,630.0
tulip violet,flat,1.3,8447.0,3.0,3,1,12.0,Relatively New,F69354316,sector 69,1384.0,0,0,0,1,0,2,94,513.0
sector-17c,house,3.05,17650.0,5.0,5,2,2.0,Old Property,,sector 17,1728.0,0,0,1,0,0,2,29,345.6
tulip violet,flat,1.38,8973.0,3.0,3,1,12.0,Relatively New,F69407494,sector 69,1384.0,0,0,0,0,0,0,157,512.6666666666666
independent,house,4.6,20444.0,1.0,1,0,1.0,Old Property,,sector 14,2250.0,0,0,0,0,0,0,0,2250.0
dlf regal gardens,flat,1.78,8040.0,4.0,4,3+,12.0,Relatively New,P62070450,sector 90,1994.0,0,0,0,0,0,0,61,553.5
smart world orchard,flat,2.2,13497.0,3.0,3,2,1.0,Under Construction,S68277154,sector 61,1778.0,0,0,0,0,0,0,49,543.3333333333334
ild greens,flat,0.95,9223.0,2.0,2,3+,11.0,Relatively New,K69393628,sector 37c,1175.0,0,0,1,1,0,2,119,515.0
independent,house,4.6,32258.0,2.0,2,2,2.0,Moderately Old,,sector 31,1426.0,0,0,0,0,0,0,0,713.0
unitech palms south city 1,house,9.25,28549.0,9.0,9,3+,4.0,Moderately Old,,sector 41,5000.0,1,1,1,1,0,2,65,360.0
m3m heights,flat,1.9,14996.0,2.0,2,3,4.0,Under Construction,C69919812,sector 65,1135.0,0,0,0,0,0,0,54,633.5
paras dews,flat,1.4,9979.0,4.0,6,3+,10.0,Relatively New,P69532574,sector 106,1535.0,0,1,0,0,0,0,174,350.75
godrej frontier,flat,1.4,6189.0,3.0,4,2,10.0,Moderately Old,N69444722,sector 80,1854.0,0,0,1,1,0,0,111,754.0
czar mahira homes 63a,flat,0.42,7407.0,3.0,2,2,1.0,Under Construction,J68575026,sector 63,630.0,0,0,0,0,0,0,0,189.0
independent,house,5.5,23504.0,4.0,4,2,2.0,Relatively New,,sector 48,2340.0,0,1,0,0,0,2,22,585.0
shapoorji pallonji joyville gurugram,flat,1.75,15514.0,3.0,3,3+,1.0,Relatively New,M69179478,sector 102,1460.0,0,0,0,0,0,0,49,376.0
m3m woodshire,flat,0.9,6589.0,2.0,2,3+,14.0,New Property,M62958574,sector 107,1230.0,0,0,0,0,0,0,67,683.0
umang winter hills,flat,0.75,5589.0,2.0,2,2,7.0,Relatively New,S69303118,sector 77,1180.0,0,0,0,0,0,2,174,671.0
vatika gurgaon,flat,1.12,6455.0,3.0,3,2,17.0,Moderately Old,G65294570,sector 83,1500.0,0,0,0,0,0,2,111,578.3333333333334
independent,house,2.0,14914.0,2.0,4,3,3.0,Relatively New,,sector 110,1341.0,1,0,0,1,0,2,36,670.5
krrish florence estate,flat,1.65,7765.0,3.0,4,3+,27.0,New Property,X68914082,sector 70,1913.0,1,1,0,0,0,0,81,708.3333333333334
south city 1 floors,flat,3.4,11724.0,4.0,4,3,0.0,Moderately Old,O64568872,sector 41,2900.0,0,0,0,0,0,0,0,725.0
indiabulls centrum park,flat,1.33,8581.0,3.0,3,3+,8.0,Relatively New,E69048512,sector 103,1667.0,1,0,0,0,0,0,150,516.6666666666666
ansal heights 86,flat,0.95,5621.0,3.0,2,1,6.0,New Property,P69977474,sector 86,1878.0,0,0,0,0,0,0,15,563.3333333333334
sidhartha ncr one phase,flat,0.56,4106.0,2.0,2,2,10.0,Relatively New,L58014294,sector 95,1228.0,0,0,0,0,0,2,60,682.0
malibu towne,house,1.15,4646.0,3.0,3,3,2.0,Old Property,,sector 47,275.0,0,0,0,0,0,2,33,825.0
m3m skywalk,flat,1.6,9512.0,2.0,2,2,26.0,Relatively New,N69658358,sector 74,1504.0,0,0,0,0,0,2,158,841.0
viridian the plaza 106,flat,0.46,6571.0,1.0,1,1,18.0,New Property,X69940076,sector 106,778.0,0,0,0,0,0,0,104,700.0
independent,house,3.55,24500.0,4.0,4,3+,2.0,Old Property,,sector 55,1449.0,0,0,0,0,0,2,27,362.25
la vida by tata housing,flat,2.33,12534.0,3.0,3,3,3.0,New Property,O68450756,sector 113,2098.0,0,1,0,0,0,0,174,619.6666666666666
smart world gems,flat,0.9,8160.0,2.0,2,2,3.0,New Property,D69952094,sector 89,993.0,1,0,0,0,1,0,95,551.5
sare crescent parc royal greens phase 1,flat,0.65,4511.0,3.0,3,3,1.0,Moderately Old,X67610046,sector 92,1297.0,0,0,0,0,0,0,91,480.3333333333333
shree vardhman flora,flat,1.25,4854.0,4.0,4,3,10.0,Relatively New,Y69236170,sector 90,2861.0,1,0,0,1,0,0,174,643.75
huda plots,house,2.95,20359.0,2.0,2,2,1.0,Moderately Old,,sector 56,1449.0,0,0,0,0,0,0,31,724.5
dlf new town heights,flat,1.4,5942.0,4.0,4,3+,20.0,Relatively New,N44044469,sector 86,2121.0,0,1,0,1,0,0,65,589.0
sbtl caladium,flat,1.6,6287.0,3.0,3,3,9.0,Relatively New,D69512940,sector 109,2291.0,0,1,0,0,0,0,75,848.3333333333334
independent,house,0.4,8000.0,2.0,1,0,1.0,Old Property,,sector 5,500.0,0,0,0,0,0,0,0,250.0
emaar mgf emerald floors premier,flat,2.9,14684.0,4.0,4,3+,4.0,Relatively New,J66252998,sector 65,1975.0,1,1,0,0,0,2,152,493.75
m3m skywalk,flat,1.54,11000.0,2.0,2,3+,22.0,Relatively New,N69714458,sector 74,1200.0,0,0,0,0,1,0,137,700.0
vatika gurgaon,flat,1.15,5808.0,3.0,3,2,3.0,Relatively New,L68896498,sector 83,1350.0,1,1,1,1,0,2,165,660.0
pareena laxmi apartments,flat,0.32,5787.0,2.0,2,2,11.0,New Property,Z66464876,sector 99a,501.0,0,0,0,0,0,0,66,276.5
zara aavaas,flat,0.22,7309.0,1.0,2,2,2.0,New Property,W62818262,sector 104,335.0,0,0,0,0,0,0,60,301.0
independent,house,0.9,10000.0,2.0,4,3+,4.0,Moderately Old,,sector 11,900.0,0,0,0,0,0,0,7,450.0
signature global solera,flat,0.52,8062.0,3.0,2,2,5.0,Relatively New,K69308884,sector 107,717.0,0,0,0,0,1,0,15,215.0
experion the heartsong,flat,2.0,7197.0,4.0,4,3+,10.0,Relatively New,H69625534,sector 108,2500.0,0,1,0,1,0,2,174,694.75
tata primanti,flat,4.1,13726.0,3.0,3,3,8.0,Moderately Old,I65408778,sector 72,2295.0,0,1,0,0,0,0,38,995.6666666666666
shree vardhman victoria,flat,1.07,7926.0,2.0,2,3,8.0,Relatively New,O69321428,sector 70,1215.0,1,0,0,0,0,0,108,675.0
ramprastha the edge towers,flat,1.1,5528.0,3.0,3,3,9.0,Relatively New,R68957042,sector 37,1990.0,0,0,0,0,0,0,63,663.3333333333334
experion windchants,flat,2.8,11471.0,2.0,3,2,9.0,Relatively New,X69596172,sector 112,2441.0,1,1,0,0,0,0,137,1220.5
ireo victory valley,flat,3.49,12998.0,3.0,3,3,19.0,Relatively New,Y66191024,sector 67,2724.0,0,1,0,0,0,0,103,895.0
bestech park view ananda,flat,1.15,6928.0,3.0,2,3+,12.0,Relatively New,G69408148,sector 81,1348.0,0,0,0,0,0,0,101,553.3333333333334
smartworld one dxp,flat,2.0,11074.0,3.0,3,3,12.0,New Property,G70031532,sector 113,1806.0,0,0,0,0,0,0,70,602.0
dlf regal gardens,flat,1.2,6838.0,3.0,3,3+,15.0,Relatively New,L68514284,sector 90,1568.0,0,0,0,0,0,0,118,585.0
tulip violet,flat,1.66,10134.0,3.0,3,2,0.0,Relatively New,R69722710,sector 69,1474.0,0,0,0,0,0,0,157,546.0
vatika sovereign park,flat,3.2,9922.0,4.0,4,0,5.0,Under Construction,O69031232,sector 99,3225.0,0,0,0,0,0,0,23,806.25
independent,house,4.35,23693.0,3.0,8,2,3.0,Relatively New,,sector 46,1836.0,1,0,0,1,0,2,19,612.0
smartworld 1dxp,flat,2.75,10589.0,4.0,4,3+,20.0,Under Construction,W68576550,sector 113,2886.0,1,1,0,1,0,1,57,649.25
smriti apartment,flat,0.52,10656.0,1.0,1,1,1.0,Old Property,R54552000,sector 56,473.0,0,0,0,0,0,0,34,488.0
independent,house,6.4,20317.0,6.0,6,3+,3.0,Old Property,,sector 14,3150.0,0,0,0,0,1,0,35,525.0
adani brahma samsara vilasa,flat,3.35,16470.0,3.0,3,3+,3.0,New Property,G70076628,sector 63,2034.0,0,0,0,0,0,2,16,678.0
antriksh heights,flat,0.73,6083.0,2.0,2,3+,4.0,Relatively New,K69055174,sector 84,1023.0,1,0,1,1,0,0,158,600.0
sare crescent parc,flat,1.44,7069.0,4.0,4,3,8.0,Relatively New,F70040864,sector 92,2267.0,0,0,0,0,0,0,37,509.25
godrej,flat,1.41,8998.0,2.0,2,3,3.0,New Property,J57709348,sector 79,1747.0,1,0,0,0,0,0,104,783.5
ramprastha the edge towers,flat,0.8,5797.0,2.0,2,3,2.0,Relatively New,L32300223,sector 37,1300.0,0,0,0,0,0,0,78,690.0
independent,house,0.38,4222.0,3.0,3,3,3.0,Relatively New,,sector 12,900.0,0,0,0,0,0,0,0,300.0
shapoorji pallonji joyville gurugram,flat,1.25,9874.0,2.0,2,2,0.0,Relatively New,U69125000,sector 102,1094.0,0,0,0,0,0,0,79,633.0
international city by sobha phase 1,house,5.7,10556.0,4.0,5,3+,3.0,Relatively New,,sector 109,5400.0,1,1,1,1,0,0,160,1350.0
independent,house,0.47,8007.0,2.0,1,1,1.0,Moderately Old,,sector 105,624.0,0,0,1,0,0,0,0,293.5
m3m skywalk,flat,2.25,13636.0,3.0,3,2,9.0,Relatively New,Z69139110,sector 74,1938.0,0,1,0,0,0,2,174,550.0
independent,house,1.7,17989.0,2.0,2,3+,3.0,Moderately Old,,sector 39,900.0,0,1,1,0,0,0,45,472.5
independent,house,3.71,19818.0,3.0,3,1,4.0,Moderately Old,,sector 12,1872.0,0,0,0,1,0,0,0,624.0
supertech hues,flat,1.0,8475.0,2.0,2,2,12.0,New Property,G60847090,sector 68,1311.0,0,0,0,0,0,0,54,590.0
emaar palm gardens,flat,1.76,9263.0,3.0,3,3,6.0,Relatively New,H69976064,sector 83,1500.0,0,1,0,0,0,2,165,633.3333333333334
dlf the ultima,flat,2.35,11233.0,3.0,4,3+,18.0,Relatively New,C68626058,sector 81,1553.0,0,1,0,0,0,0,106,697.3333333333334
m3m woodshire,flat,1.15,7497.0,2.0,2,3,0.0,Relatively New,E56342478,sector 107,1277.0,1,0,0,0,0,0,29,767.0
ss aaron ville,house,6.75,19737.0,5.0,4,2,2.0,Old Property,,sector 49,3420.0,1,1,1,0,0,0,78,684.0
parsvnath green ville,flat,2.5,12821.0,4.0,5,3,1.0,Moderately Old,R68007932,sector 48,2167.0,0,0,0,0,1,2,49,487.5
signature global grand iva,flat,0.5,6667.0,2.0,2,0,10.0,Relatively New,T69796308,sector 103,750.0,0,0,0,0,0,0,0,375.0
ats marigold,flat,1.5,8571.0,3.0,3,3,2.0,New Property,X69645532,sector 89,1944.0,0,0,0,0,1,0,49,583.3333333333334
dlf regal gardens,flat,1.65,7449.0,4.0,4,3+,15.0,Relatively New,Y69685488,sector 90,2214.0,0,0,0,0,0,0,158,553.75
global hill view,flat,0.35,4861.0,2.0,2,2,10.0,New Property,V68416252,sector 11,658.0,0,0,0,0,0,0,118,360.0
