society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,sector,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
dlf new town heights,flat,1.28,8205.0,Super Built up area 1930(179.3 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),1560.0,3,4,3+,12.0,West,Moderately Old,K67557652,sector 86,1930.0,,1560.0,0,1,0,1,0,0,96
chd avenue,flat,0.82,7083.0,Super Built up area 1200(111.48 sq.m.),1158.0,2,2,2,6.0,,Moderately Old,L68909828,sector 71,1200.0,,,0,0,0,0,0,0,0
godrej,flat,1.3,8269.0,Super Built up area 1572(146.04 sq.m.),1572.0,2,2,3,3.0,North-East,New Property,F69444128,sector 79,1572.0,,,1,0,0,0,0,0,49
ansals palam vihar,house,2.75,17662.0,Plot area 173(144.65 sq.m.),1557.0,3,3,3,2.0,,Moderately Old,,sector 2,,1557.0,,1,0,0,1,0,2,15
hero homes,house,1.95,21195.0,Plot area 920(85.47 sq.m.),920.0,3,5,3+,2.0,,Moderately Old,,sector 104,,920.0,,0,0,0,0,0,0,64
sare crescent parc royal greens phase 1,flat,0.79,6086.0,Super Built up area 1298(120.59 sq.m.),1298.0,3,2,2,15.0,,New Property,Y69897020,sector 92,1298.0,,,0,0,0,0,0,0,25
experion windchants,flat,5.31,11204.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3573.33 sq.ft. (331.97 sq.m.)Carpet area: 3400 sq.ft. (315.87 sq.m.),4739.0,4,6,3+,15.0,South,Relatively New,A69596806,sector 112,4739.0,3573.33,3400.0,0,1,0,1,0,0,72
emaar imperial gardens,flat,1.91,9550.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1228.17 sq.ft. (114.1 sq.m.),2000.0,3,4,2,17.0,East,Relatively New,T69732882,sector 102,2000.0,,1228.17,1,1,0,0,0,2,152
m3m heights,flat,2.15,15003.0,Built Up area: 1433 (133.13 sq.m.),1433.0,2,2,3+,28.0,East,Undefined,C68368436,sector 65,,1433.0,,0,0,0,0,0,0,48
ss the leaf,flat,1.18,10094.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),1169.0,2,3,3,12.0,North,Relatively New,F69362472,sector 85,1671.0,1420.0,1169.0,0,0,0,1,0,2,150
ambience creacions,flat,1.75,12700.0,Super Built up area 1380(128.21 sq.m.),1378.0,2,2,2,11.0,,Under Construction,L61678758,sector 22,1380.0,,,0,0,0,0,0,0,57
godrej,flat,1.35,8970.0,Super Built up area 1505(139.82 sq.m.),1505.0,3,3,2,7.0,South-West,Relatively New,Q69438420,sector 79,1505.0,,,0,0,0,0,0,0,118
puri diplomatic greens,flat,3.65,12372.0,Super Built up area 2950(274.06 sq.m.),2950.0,4,5,3+,17.0,West,Moderately Old,N68299678,sector 111,2950.0,,,0,1,0,0,0,0,132
global hill view,flat,0.3,4599.0,Carpet area: 761 (70.7 sq.m.),652.0,2,2,2,16.0,South-East,Relatively New,A67904272,sector 11,,,761.0,0,0,0,0,0,0,0
sobha city,flat,2.5,14611.0,Super Built up area 1711(158.96 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1111.44 sq.ft. (103.26 sq.m.),1711.0,3,3,2,19.0,East,New Property,T69829404,sector 108,1711.0,1480.0,1111.44,0,0,0,0,0,0,166
independent,house,5.15,14072.0,Built Up area: 340,3660.0,5,5,0,1.0,,Relatively New,,sector 39,,340.0,,0,0,0,0,0,0,0
hector trimurti heights,flat,1.5,6382.0,Carpet area: 2350 (218.32 sq.m.),2350.0,4,3,3,10.0,South-East,Old Property,K64561472,sector 39,,,2350.0,0,1,0,0,0,1,49
smart world orchard,flat,2.55,15644.0,Carpet area: 1630 (151.43 sq.m.),1630.0,3,3,2,4.0,,New Property,J69756200,sector 61,,,1630.0,0,0,0,0,1,0,30
tulip violet,flat,1.7,8623.0,Super Built up area 1970(183.02 sq.m.),1971.0,4,4,1,12.0,North-West,Relatively New,W69355346,sector 69,1970.0,,,0,0,0,0,0,0,88
shree krishna homes,house,0.48,50000.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),96.0,2,2,1,1.0,North-East,New Property,,sector 104,,795.0,720.0,1,0,0,1,1,0,44
independent,house,0.7,7701.0,Plot area 101(84.45 sq.m.),909.0,2,2,0,1.0,North-East,Moderately Old,,sector 5,,909.0,,0,0,0,0,0,2,46
independent,house,4.1,22331.0,Plot area 204(170.57 sq.m.)Built Up area: 200 sq.yards (167.23 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),1836.0,3,3,2,1.0,North-East,Old Property,,sector 15,,200.0,150.0,1,0,0,1,1,2,27
independent,house,0.6,105263.0,Plot area 57(5.3 sq.m.),57.0,3,3,1,2.0,,Old Property,,sector 4,,57.0,,0,0,0,0,1,0,0
vipul tatvam villa,house,5.5,21219.0,Plot area 288(240.8 sq.m.),2592.0,3,6,2,2.0,North,Moderately Old,,sector 48,,2592.0,,0,1,0,0,1,2,106
indiabulls enigma,flat,3.25,9558.0,Super Built up area 3400(315.87 sq.m.),3400.0,4,4,3,11.0,South,Relatively New,Q44349385,sector 110,3400.0,,,0,1,0,0,1,0,125
mvn athens,flat,0.25,5198.0,Built Up area: 481 (44.69 sq.m.),481.0,2,2,0,0.0,,Relatively New,G69536248,sector 5,,481.0,,0,0,0,0,0,0,37
dlf gardencity enclave,house,1.3,11284.0,Plot area 1152(107.02 sq.m.),1152.0,3,2,1,3.0,,Relatively New,,sector 93,,1152.0,,0,0,0,0,0,0,50
apartment,flat,0.75,4687.0,Carpet area: 1600 (148.64 sq.m.),1600.0,3,4,3,2.0,East,Moderately Old,S69087390,sector 92,,,1600.0,1,0,0,0,0,0,113
corona optus,flat,1.22,6912.0,Super Built up area 1765(163.97 sq.m.)Built Up area: 1665 sq.ft. (154.68 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),1765.0,3,4,3,5.0,South-East,Relatively New,T69464532,sector 37c,1765.0,1665.0,1565.0,0,0,0,0,0,0,149
independent,house,1.7,8000.0,Built Up area: 2000 (185.81 sq.m.),2125.0,5,5,3,3.0,,Moderately Old,,sector 12,,2000.0,,0,0,0,1,1,0,9
signature global grand iva,flat,0.3,8290.0,Carpet area: 361.88 (33.62 sq.m.),362.0,1,2,2,5.0,,New Property,U69157442,sector 103,,,361.88231799999994,0,0,0,0,0,0,37
emaar palm gardens,flat,1.73,9105.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1900.0,3,3,3,5.0,West,Relatively New,C69392058,sector 83,1900.0,1600.0,1240.04,0,1,0,0,0,2,174
independent,house,4.0,21786.0,Plot area 204(170.57 sq.m.),1836.0,6,6,3+,4.0,North-East,Old Property,,sector 38,,1836.0,,1,1,0,1,1,2,137
vatika the seven lamps,flat,1.0,5923.0,Super Built up area 1435(133.32 sq.m.),1688.0,2,2,2,11.0,South,Relatively New,E68345410,sector 82,1435.0,,,1,0,0,0,0,2,90
umang monsoon breeze,flat,1.05,5666.0,Built Up area: 1853 (172.15 sq.m.)Carpet area: 1390 sq.ft. (129.14 sq.m.),1853.0,3,3,3,6.0,North,Moderately Old,D67904324,sector 78,,1853.0,1390.0,0,0,0,0,0,0,0
independent,house,18.0,39841.0,Plot area 502(419.74 sq.m.),4518.0,5,4,3+,4.0,North,Moderately Old,,sector 26,,4518.0,,1,1,1,1,0,2,113
tata primanti,flat,6.5,15294.0,Super Built up area 4250(394.84 sq.m.),4250.0,4,4,3+,0.0,East,Relatively New,R69667342,sector 72,4250.0,,,1,1,0,1,0,0,67
sare petioles,flat,1.22,5250.0,Built Up area: 2093 (194.45 sq.m.),2324.0,4,3,3,9.0,,Under Construction,B12964797,sector 92,,2093.0,,0,1,0,0,0,0,99
tulip violet,flat,1.2,10909.0,Built Up area: 1100 (102.19 sq.m.),1100.0,2,3,0,0.0,,Undefined,W69926632,sector 69,,1100.0,,0,0,0,0,0,0,54
independent,house,20.0,44444.0,Plot area 500(418.06 sq.m.),4500.0,5,7,3+,3.0,West,Relatively New,,sector 26,,4500.0,,0,1,0,1,0,1,97
ss almeria,flat,1.48,7400.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1294 sq.ft. (120.22 sq.m.),2000.0,3,3,2,1.0,South-West,New Property,R68134834,sector 84,2000.0,,1294.0,0,1,1,0,0,2,139
godrej air,flat,1.8,13136.0,Carpet area: 127.3,1370.0,3,3,3,30.0,,Under Construction,J63654624,sector 85,,,127.3,0,0,0,0,0,0,45
brisk lumbini terrace homes,flat,1.5,6616.0,Carpet area: 2267 (210.61 sq.m.),2267.0,3,3,1,4.0,North,New Property,E68931654,sector 109,,,2267.0,0,1,0,0,0,0,37
ansal heights 86,flat,0.9,5325.0,Built Up area: 1690 (157.01 sq.m.),1690.0,3,3,2,10.0,,New Property,L68958088,sector 86,,1690.0,,0,0,0,0,0,0,29
independent,house,5.15,26615.0,Plot area 215(179.77 sq.m.),1935.0,9,9,3+,3.0,East,Relatively New,,sector 47,,1935.0,,0,0,1,0,0,2,75
international city by sobha phase 2,house,6.5,12037.0,Plot area 5400(501.68 sq.m.),5400.0,4,4,3+,1.0,North-East,New Property,,sector 109,,5400.0,,0,1,0,0,0,2,160
godrej oasis,flat,1.45,8367.0,Super Built up area 161Carpet area: 108.4 sq.m.,1733.0,2,2,3+,9.0,,Relatively New,I63299060,sector 88a,161.0,,108.4,1,0,0,0,0,1,85
independent,house,2.95,16388.0,Plot area 1800(167.23 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1800.0,3,3,3,2.0,North-West,Moderately Old,,sector 49,,1900.0,1850.0,0,0,1,0,0,2,81
independent,house,0.22,7407.0,Carpet area: 33 (27.59 sq.m.),297.0,2,2,2,1.0,,Undefined,,sector 9,,,33.0,0,0,0,0,0,0,0
shapoorji pallonji joyville gurugram,flat,1.95,13928.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3,3,3,6.0,North-East,New Property,W69160942,sector 102,1852.0,,1400.0,0,0,0,1,0,2,174
m3m woodshire,flat,1.29,8835.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),1460.0,3,3,3+,1.0,East,Relatively New,P68258450,sector 107,1943.0,,1460.0,0,0,0,1,0,2,174
dlf the arbour,flat,7.52,19000.0,Built Up area: 3956 (367.52 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3958.0,4,4,3,15.0,West,Undefined,R69967702,sector 63,,3956.0,2200.0,0,0,0,0,0,0,61
ireo the corridors,flat,1.8,14658.0,Super Built up area 1921(178.47 sq.m.)Carpet area: 1227.96 sq.ft. (114.08 sq.m.),1228.0,3,3,3,6.0,North,New Property,S69295820,sector 67,1921.0,,1227.96,0,1,1,0,0,2,150
ss the leaf,flat,2.03,7230.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),2808.0,4,4,3+,3.0,North-East,Relatively New,H69585066,sector 85,2812.0,2225.0,2175.0,0,0,0,0,1,0,49
emaar mgf emerald floors premier,flat,2.35,14242.0,Built Up area: 1650 (153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1650.0,3,3,3,2.0,South-West,Relatively New,B69425706,sector 65,,1650.0,1200.0,1,1,0,0,0,0,158
international city by sobha phase 2,house,10.0,27778.0,Plot area 400(334.45 sq.m.),3600.0,4,5,3+,2.0,East,New Property,,sector 109,,3600.0,,1,1,0,1,1,2,49
pareena laxmi apartments,flat,0.31,5904.0,Carpet area: 525 (48.77 sq.m.),525.0,2,2,2,6.0,East,New Property,H70058650,sector 99a,,,525.0,0,0,0,0,0,0,74
shree vardhman flora,flat,0.7,5177.0,Carpet area: 1352 (125.6 sq.m.),1352.0,2,3,2,7.0,North,Relatively New,O69730312,sector 90,,,1352.0,1,0,0,0,0,2,49
independent,house,2.15,13030.0,Built Up area: 1650 (153.29 sq.m.),1650.0,1,1,0,1.0,,Undefined,,sector 43,,1650.0,,0,0,0,0,0,0,0
unitech uniworld resorts,house,8.0,17778.0,Built Up area: 500 (418.06 sq.m.),4500.0,6,5,3+,4.0,,Undefined,,sector 33,,500.0,,0,0,0,0,0,0,0
independent,house,2.6,24074.0,Plot area 120(100.34 sq.m.),1080.0,4,4,3+,4.0,,Relatively New,,sector 24,,1080.0,,1,0,1,1,0,1,0
bptp visionnaire,house,6.0,22222.0,Plot area 300(250.84 sq.m.),2700.0,5,4,3,3.0,North-East,New Property,,sector 70,,2700.0,,1,0,0,0,0,0,40
hsiidc sidco shivalik apartments,flat,0.85,5102.0,Super Built up area 1666(154.78 sq.m.),1666.0,3,2,2,5.0,,Moderately Old,O69737314,sector 1,1666.0,,,0,0,0,0,0,0,0
orris carnation residency,flat,0.9,6428.0,Super Built up area 1485(137.96 sq.m.)Built Up area: 1402 sq.ft. (130.25 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3,3,2,12.0,,Relatively New,J69297210,sector 85,1485.0,1402.0,1400.0,0,0,0,0,0,0,120
spaze privy,flat,1.9,9620.0,Super Built up area 1975(183.48 sq.m.),1975.0,3,3,3,10.0,,Moderately Old,S69746820,sector 72,1975.0,,,0,1,0,0,0,2,31
independent,house,1.8,21875.0,Plot area 900(83.61 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),823.0,1,1,2,3.0,North-East,Relatively New,,sector 39,,800.0,720.0,0,0,0,0,0,0,0
emaar mgf the palm drive,flat,3.98,18090.0,Super Built up area 2200(204.39 sq.m.),2200.0,3,4,3+,2.0,South-East,Moderately Old,F69632998,sector 66,2200.0,,,0,1,0,0,0,2,123
independent,house,1.35,12222.0,Plot area 150(125.42 sq.m.)Built Up area: 2052 sq.yards (1715.73 sq.m.),1105.0,5,5,1,3.0,,Old Property,,sector 12,,2052.0,,0,0,0,0,0,0,31
ireo the corridors,flat,1.7,9843.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),1727.0,3,3,2,10.0,North-East,New Property,U68168784,sector 67,1727.0,,1017.0,0,1,0,0,1,2,44
independent,house,1.7,5666.0,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),3000.0,4,4,3+,1.0,North-East,Undefined,,sector 108,,3000.0,2600.0,0,0,0,0,0,0,0
tulip white,flat,0.91,6862.0,Carpet area: 1326 (123.19 sq.m.),1326.0,3,2,2,12.0,,Moderately Old,Y68089388,sector 69,,,1326.0,0,0,0,0,0,0,43
tata primanti,house,8.5,13492.0,Plot area 6300(585.29 sq.m.),6300.0,5,6,3+,10.0,East,Relatively New,,sector 72,,6300.0,,1,1,1,1,0,2,145
independent,house,7.0,23333.0,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),3000.0,4,4,2,3.0,North-East,Old Property,,sector 50,,3400.0,3000.0,0,1,0,0,0,0,118
capital residences 360,flat,1.66,8400.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1976.0,3,3,3+,8.0,East,New Property,I70084254,sector 70,1976.0,1900.0,1500.0,0,1,0,0,0,0,132
eros rosewood villas,house,2.8,15555.0,Plot area 1530(142.14 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),1800.0,3,3,3,2.0,East,Moderately Old,,sector 49,,1900.0,1800.0,0,0,0,1,0,0,68
signature global city 63a,flat,1.4,11336.0,Carpet area: 1235 (114.74 sq.m.),1235.0,2,2,2,3.0,East,Under Construction,I69037888,sector 63,,,1235.0,0,0,0,0,1,0,0
independent,house,7.6,38760.0,Plot area 215(179.77 sq.m.),1961.0,9,9,3,4.0,East,Relatively New,,sector 25,,1935.0,,1,0,1,1,0,2,84
rof ananda,flat,0.38,6919.0,Carpet area: 549.17 (51.02 sq.m.),549.0,2,2,1,4.0,,New Property,E66226318,sector 95,,,549.174178,0,0,0,0,0,0,0
independent,house,3.5,9210.0,Built Up area: 3800 (353.03 sq.m.),3800.0,1,1,0,1.0,,Undefined,,sector 3,,3800.0,,0,0,0,0,0,0,0
vatika sovereign park,flat,3.2,9922.0,Built Up area: 3225 (299.61 sq.m.),3225.0,4,4,0,5.0,North-East,Under Construction,O69031232,sector 99,,3225.0,,0,0,0,0,0,0,23
tulip violet,flat,1.52,9632.0,Super Built up area 1578(146.6 sq.m.),1578.0,3,3,2,4.0,South-West,Relatively New,I69963752,sector 69,1578.0,,,0,0,0,1,0,2,156
pareena coban residences,flat,1.35,6761.0,Super Built up area 1997(185.53 sq.m.),1997.0,3,5,3,6.0,,New Property,R50041892,sector 99a,1997.0,,,0,1,0,0,1,0,60
emaar mgf marbella,house,15.1,18605.0,Plot area 754,8116.0,5,5,3+,3.0,East,New Property,,sector 66,,8067.799999999999,,1,1,1,1,0,0,120
unitech espace,house,11.0,40741.0,Plot area 360(301.01 sq.m.)Built Up area: 361 sq.yards (301.84 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),2700.0,4,4,3+,2.0,North,Moderately Old,,sector 50,,361.0,300.0,0,1,0,0,0,2,88
professors enclave cghs,flat,1.54,8324.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,3,3,2,6.0,South,Old Property,U69431586,sector 56,2000.0,1920.0,1850.0,0,1,0,1,0,2,104
ss aaron ville,house,6.75,15000.0,Built Up area: 4500 (418.06 sq.m.),4500.0,5,4,2,2.0,North,New Property,,sector 49,,4500.0,,0,0,0,0,1,0,49
ats kocoon,flat,2.95,10350.0,Built Up area: 3150 (292.64 sq.m.)Carpet area: 2850 sq.ft. (264.77 sq.m.),2850.0,4,4,3+,7.0,South-East,Relatively New,Z69572988,sector 109,,3150.0,2850.0,0,1,1,0,0,2,158
ats tourmaline,flat,1.5,8571.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),1750.0,3,3,3+,7.0,North-East,Relatively New,D69316296,sector 109,1750.0,1466.0,,0,0,0,0,0,0,165
sbtl caladium,flat,1.68,6601.0,Super Built up area 2545(236.44 sq.m.),2545.0,3,3,3+,7.0,East,Moderately Old,E69848408,sector 109,2545.0,,,0,1,0,0,0,0,134
godrej summit,flat,0.85,6896.0,Carpet area: 1450 (134.71 sq.m.),1233.0,2,2,3,12.0,,Relatively New,U58907926,sector 104,,,1450.0,1,0,0,0,1,0,61
orris carnation residency,flat,0.72,4881.0,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1475.0,3,3,2,9.0,West,Moderately Old,X64885444,sector 85,1475.0,1350.0,1250.0,0,0,0,0,1,0,49
kiran residency,flat,1.54,8324.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,3,4,3+,5.0,South,Old Property,Z69430242,sector 56,2000.0,1900.0,1850.0,0,1,0,0,0,2,98
pareena laxmi apartments,flat,0.32,5521.0,Super Built up area 575(53.42 sq.m.)Carpet area: 570.17 sq.ft. (52.97 sq.m.),580.0,2,2,1,2.0,,New Property,I68689004,sector 99a,575.0,,570.17,0,0,0,0,0,0,43
satya element one,flat,0.94,14009.0,Carpet area: 671 (62.34 sq.m.),671.0,1,2,2,2.0,East,Undefined,E67903898,sector 49,,,671.0,0,0,0,0,0,0,0
signature the roselia,flat,0.45,7.0,Carpet area: 569243 (52884.41 sq.m.),642857.0,2,2,2,2.0,South-West,New Property,Y68589358,sector 95a,,,569243.0,0,0,0,0,0,0,76
independent,house,13.5,29880.0,Plot area 502(419.74 sq.m.),4518.0,5,5,3+,2.0,North-East,Relatively New,,sector 26,,4518.0,,1,1,0,1,1,1,49
conscient elevate,flat,3.78,16500.0,Carpet area: 2295 (213.21 sq.m.),2291.0,3,3,3,3.0,,Under Construction,B66424320,sector 59,,,2295.0,0,0,0,0,0,0,31
la vida by tata housing,flat,3.05,11338.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),2690.0,3,4,3,15.0,North-East,New Property,Q68408792,sector 113,2690.0,2600.0,2240.0,0,1,0,0,0,0,174
vasant appartments,flat,1.7,7391.0,Carpet area: 2300 (213.68 sq.m.),2300.0,5,5,2,2.0,North-West,Old Property,O69762684,sector 14,,,2300.0,1,0,1,1,0,1,71
pivotal riddhi siddhi,flat,0.5,8517.0,Carpet area: 587 (54.53 sq.m.),587.0,2,1,2,7.0,,New Property,D67438392,sector 99,,,587.0,0,0,0,0,0,0,24
ss the leaf,flat,1.98,8256.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2399 sq.ft. (222.87 sq.m.)Carpet area: 2398 sq.ft. (222.78 sq.m.),2398.0,3,4,3,12.0,West,Relatively New,D67564426,sector 85,2408.0,2399.0,2398.0,0,0,1,0,0,0,174
ats kocoon,flat,1.7,12878.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),1320.0,3,3,3,22.0,East,Relatively New,K68731282,sector 109,1745.0,1550.0,1320.0,0,0,0,0,0,0,103
emaar mgf marbella,house,,,Plot area 350(292.64 sq.m.),,5,5,3+,3.0,East,Relatively New,,sector 66,,350.0,,1,1,0,1,0,2,160
vatika city,flat,1.72,7818.0,Carpet area: 2200 (204.39 sq.m.),2200.0,3,3,2,2.0,North-East,Old Property,D69729550,sector 49,,,2200.0,0,0,0,0,0,2,144
independent,house,3.25,14444.0,Plot area 250(209.03 sq.m.),2250.0,3,3,2,2.0,South-East,Old Property,,sector 4,,2250.0,,0,0,0,0,0,0,27
ireo victory valley,flat,2.87,11903.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),2411.0,3,3,3+,16.0,North-West,Relatively New,Q69547376,sector 67,2411.0,,1808.0,0,1,0,0,0,2,174
bestech park view city,flat,1.8,10250.0,Carpet area: 1756 (163.14 sq.m.),1756.0,3,4,3,3.0,North-West,Moderately Old,I64914368,sector 48,,,1756.0,1,0,0,0,0,2,76
corona optus,flat,1.5,6361.0,Super Built up area 2358(219.07 sq.m.),2358.0,3,4,3+,14.0,North-East,New Property,Z42491213,sector 37c,2358.0,,,0,1,0,0,1,0,83
unitech uniworld resorts,house,,,Plot area 520(434.79 sq.m.),,5,8,3+,4.0,West,Relatively New,,sector 33,,520.0,,0,1,1,0,0,2,100
vatika lifestyle homes,flat,1.15,8214.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3,3,1,7.0,South-West,Moderately Old,J65960942,sector 83,1832.0,,1400.0,0,0,0,0,0,2,95
signature global solera,flat,0.29,5930.0,Carpet area: 489 (45.43 sq.m.),489.0,2,2,2,3.0,East,Relatively New,L69217140,sector 107,,,489.0,0,0,0,0,0,0,45
sobha city,flat,2.9,14478.0,Super Built up area 2003(186.08 sq.m.),2003.0,3,4,2,11.0,North-East,Relatively New,L69513420,sector 108,2003.0,,,0,0,0,0,0,0,108
la vida by tata housing,flat,1.85,11716.0,Super Built up area 1579(146.69 sq.m.),1579.0,3,2,2,7.0,East,New Property,F68295166,sector 113,1579.0,,,0,0,0,0,0,0,13
independent,house,4.0,26613.0,Plot area 167(139.63 sq.m.),1503.0,4,4,3+,2.0,,Relatively New,,sector 56,,1503.0,,0,0,0,0,0,2,24
shree balaji appartment,flat,0.4,5000.0,Super Built up area 800(74.32 sq.m.),800.0,2,2,2,1.0,,Relatively New,N59277376,sector 33,800.0,,,0,0,0,0,0,1,0
godrej oasis,flat,1.5,8108.0,Carpet area: 1850 (171.87 sq.m.),1850.0,3,3,2,3.0,,Relatively New,O53137952,sector 88a,,,1850.0,0,0,0,0,0,0,47
dlf new town heights,flat,1.95,7150.0,Super Built up area 2727(253.35 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2727.0,4,4,3+,24.0,North-East,Relatively New,T69867310,sector 90,2727.0,,2200.0,0,1,1,0,0,0,174
independent,house,2.1,23333.0,Plot area 100(83.61 sq.m.),900.0,7,7,3+,3.0,North-East,Relatively New,,sector 38,,900.0,,1,0,1,1,0,0,27
independent,house,15.5,28233.0,Plot area 610(510.04 sq.m.),5490.0,5,6,3,3.0,East,Moderately Old,,b block sushant lok phase 1,,5490.0,,1,1,1,1,0,0,76
sare homes,flat,1.1,5347.0,Carpet area: 2057 (191.1 sq.m.),2057.0,4,4,3,4.0,North-West,Relatively New,V69811272,sector 92,,,2057.0,0,1,0,0,0,0,108
shree vardhman flora,flat,0.86,6254.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1375 sq.ft. (127.74 sq.m.),1375.0,3,4,3,0.0,North,Relatively New,K67917446,sector 90,1950.0,1525.0,1375.0,0,1,0,0,0,2,84
sare green parc phase 3,flat,0.75,7142.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1298 sq.ft. (120.59 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),1050.0,3,2,2,3.0,East,New Property,B69104786,sector 92,1326.0,1298.0,1050.0,0,0,0,0,0,0,121
dlf the primus,flat,2.2,10516.0,Super Built up area 2092(194.35 sq.m.),2092.0,3,3,3+,16.0,North-East,Relatively New,U69767906,sector 82,2092.0,,,0,1,0,0,0,1,174
ild grand,flat,0.66,5038.0,Built Up area: 1310 (121.7 sq.m.),1310.0,2,2,3+,14.0,,Undefined,Y68069556,sector 37c,,1310.0,,0,0,0,0,0,0,60
ats tourmaline,flat,1.75,8139.0,Super Built up area 2150(199.74 sq.m.),2150.0,3,4,3+,2.0,North,Relatively New,L50076370,sector 109,2150.0,,,0,1,0,0,1,0,65
apartment,flat,0.75,4687.0,Carpet area: 1600 (148.64 sq.m.),1600.0,3,4,3,2.0,East,Moderately Old,S69087390,sector 92,,,1600.0,1,0,0,0,0,0,113
puri diplomatic greens,flat,3.9,13000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),3000.0,4,5,3+,6.0,North-East,Relatively New,S69742910,sector 111,3000.0,,2950.0,0,1,0,0,0,1,160
emaar gurgaon greens,flat,1.45,8787.0,Super Built up area 1650(153.29 sq.m.),1650.0,3,3,3,7.0,North-East,Relatively New,C68648152,sector 102,1650.0,,,0,1,0,0,0,0,159
supertech araville,flat,0.78,6023.0,Super Built up area 1295(120.31 sq.m.),1295.0,2,2,3+,17.0,,Relatively New,Q56812416,sector 79,1295.0,,,0,0,0,0,0,0,24
emaar emerald hills,flat,1.95,13928.0,Carpet area: 1400 (130.06 sq.m.),1400.0,3,3,3+,1.0,North-East,New Property,V69831504,sector 65,,,1400.0,0,0,1,0,0,2,117
