society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,sector,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
ss the leaf,flat,1.05,6402.0,Super Built up area 1640(152.36 sq.m.),1640.0,2.0,2,3,11.0,North-East,Relatively New,Y69864002,sector 85,1640.0,,,0,0,0,0,0,0,44,820.0
godrej,flat,2.5,11141.0,Built Up area: 2244 (208.47 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2244.0,3.0,3,3+,5.0,,Undefined,C69816496,sector 79,,2244.0,1800.0,0,0,0,0,0,0,0,748.0
independent,house,4.5,9091.0,Plot area 550(459.87 sq.m.),4950.0,4.0,5,2,2.0,East,Old Property,,sector 13,,4950.0,,0,0,0,0,0,0,0,1237.5
dlf new town heights,flat,1.9,5684.0,Super Built up area 2727(253.35 sq.m.),3343.0,4.0,4,3+,7.0,North-West,Relatively New,N43831871,sector 90,2727.0,,,0,1,0,1,0,0,88,835.75
signature global city,flat,0.8,8421.0,Super Built up area 950(88.26 sq.m.),950.0,2.0,2,2,2.0,,Under Construction,B69908914,sector 37,950.0,,,0,0,0,0,0,0,42,475.0
shree vardhman victoria,flat,1.6,8205.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1950.0,3.0,3,3,10.0,South,Relatively New,C69686140,sector 70,1950.0,,1161.0,1,1,0,1,1,0,43,650.0
independent,house,1.45,26852.0,Plot area 60(5.57 sq.m.),540.0,1.0,4,3+,4.0,East,Relatively New,,sector 55,,60.0,,0,0,1,0,0,0,70,540.0
shri banke bihari society,flat,1.37,9133.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1500.0,3.0,3,3+,2.0,North-East,Old Property,Y69900360,sector 56,1500.0,1450.0,1400.0,0,0,0,0,1,0,174,500.0
puri diplomatic greens,flat,3.45,11695.0,Super Built up area 2950(274.06 sq.m.),2950.0,4.0,5,3+,9.0,North-East,Relatively New,W69922524,sector 111,2950.0,,,0,1,0,0,0,0,68,737.5
m3m merlin,flat,4.5,14268.0,Super Built up area 3154(293.02 sq.m.),3154.0,4.0,4,3+,15.0,South-West,Relatively New,A67866916,sector 67,3154.0,,,0,1,0,0,0,2,158,788.5
ansals florence villa,house,6.0,22222.0,Plot area 300(250.84 sq.m.),2700.0,4.0,5,2,2.0,,Old Property,,sector 57,,2700.0,,0,1,0,1,0,2,20,675.0
signature global city 92,flat,0.99,6622.0,Carpet area: 1495 (138.89 sq.m.),1495.0,3.0,2,3,1.0,East,New Property,L69323828,sector 92,,,1495.0,0,0,0,0,1,0,37,498.3333333333333
independent,house,17.0,37627.0,Plot area 502(419.74 sq.m.),4518.0,5.0,5,3+,2.0,North-East,Relatively New,,sector 26,,4518.0,,1,1,1,1,0,2,124,903.6
ats tourmaline,flat,1.75,8140.0,Super Built up area 2150(199.74 sq.m.),2150.0,3.0,4,3+,9.0,North-East,Relatively New,L69512094,sector 109,2150.0,,,0,1,0,0,0,0,94,716.6666666666666
shree vardhman victoria,flat,1.65,8462.0,Super Built up area 1950(181.16 sq.m.),1950.0,3.0,4,3,12.0,North,Relatively New,F69682456,sector 70,1950.0,,,0,1,1,0,0,0,56,650.0
pyramid urban homes 2,flat,0.44,7321.0,Carpet area: 601 (55.83 sq.m.),601.0,2.0,2,2,6.0,East,Relatively New,V69085664,sector 86,,,601.0,0,0,0,0,0,2,63,300.5
experion the heartsong,flat,1.25,9259.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1350.0,3.0,3,3,1.0,South-East,Relatively New,O69665246,sector 108,1758.0,1500.0,1350.0,0,1,0,1,0,0,174,450.0
conscient elevate,flat,4.02,17501.0,Carpet area: 2295 (213.21 sq.m.),2297.0,3.0,3,1,3.0,,Under Construction,L69635364,sector 59,,,2295.0,0,0,0,0,0,0,31,765.6666666666666
raheja atharva,flat,0.79,7932.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),996.0,3.0,2,2,3.0,,Relatively New,P70079978,sector 109,1457.0,,996.0,0,0,0,0,0,2,44,332.0
m3m woodshire,flat,1.39,5887.0,Super Built up area 2361(219.34 sq.m.)Carpet area: 1780 sq.ft. (165.37 sq.m.),2361.0,3.0,4,3+,6.0,East,Relatively New,H69407182,sector 107,2361.0,,1780.0,0,1,0,1,0,2,174,787.0
vatika inxt floors,flat,0.75,7500.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),1000.0,2.0,2,2,1.0,,Undefined,I68426572,sector 82,,1000.0,650.0,0,0,0,0,0,0,0,500.0
puri diplomatic greens,flat,2.58,11727.0,Super Built up area 2200(204.39 sq.m.),2200.0,3.0,4,2,10.0,North,Moderately Old,C69922374,sector 111,2200.0,,,0,1,0,0,0,0,86,733.3333333333334
alpha corp gurgaonone,flat,1.2,9449.0,Super Built up area 1270(117.99 sq.m.),1270.0,2.0,2,1,6.0,South-West,Relatively New,Z61134056,sector 84,1270.0,,,0,0,0,0,0,0,13,635.0
sbtl caladium,flat,1.7,6680.0,Super Built up area 2545(236.44 sq.m.),2545.0,3.0,3,3+,9.0,North-East,Relatively New,Z69502130,sector 109,2545.0,,,0,1,0,0,0,0,159,848.3333333333334
m3m woodshire,flat,0.94,6881.0,Super Built up area 1366(126.91 sq.m.),1366.0,2.0,2,3+,1.0,East,Moderately Old,A70026726,sector 107,1366.0,,,0,0,0,0,0,0,113,683.0
dlf the ultima,flat,2.5,11726.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 2130 sq.ft. (197.88 sq.m.)Carpet area: 2129 sq.ft. (197.79 sq.m.),2132.0,3.0,3,2,4.0,South-East,Relatively New,S69236546,sector 81,2132.0,2130.0,2129.0,0,1,0,0,0,1,82,710.6666666666666
smriti apartment,flat,0.6,10000.0,Super Built up area 600(55.74 sq.m.),600.0,1.0,1,1,2.0,,Moderately Old,H66621976,sector 56,600.0,,,0,0,0,0,0,0,49,600.0
ats tourmaline,flat,1.72,8000.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),2150.0,3.0,4,3+,7.0,South-West,Relatively New,P68391708,sector 109,2150.0,1797.0,,0,1,0,0,0,0,167,716.6666666666666
bestech park view city,flat,1.76,9910.0,Super Built up area 1776(165 sq.m.)Built Up area: 1576 sq.ft. (146.42 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),1776.0,3.0,3,3+,9.0,South,Moderately Old,K69661456,sector 48,1776.0,1576.0,1476.0,0,1,0,1,0,2,158,592.0
la vida by tata housing,flat,3.05,15561.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),1960.0,3.0,4,3,3.0,North-West,Relatively New,B69375744,sector 113,2690.0,2150.0,1960.0,0,1,0,0,0,0,174,653.3333333333334
birla navya,flat,3.23,26872.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1202.0,3.0,3,3,4.0,West,New Property,A69419710,sector 63,2150.0,,1200.0,0,1,0,0,0,0,52,400.6666666666667
m3m skycity,flat,2.85,15591.0,Super Built up area 1828(169.83 sq.m.),1828.0,3.0,3,3,43.0,South,Under Construction,K68618946,sector 65,1828.0,,,0,0,0,0,0,2,115,609.3333333333334
umang monsoon breeze,flat,0.62,5004.0,Super Built up area 1239(115.11 sq.m.)Built Up area: 1115 sq.ft. (103.59 sq.m.)Carpet area: 947 sq.ft. (87.98 sq.m.),1239.0,2.0,2,1,7.0,South,Moderately Old,T69662316,sector 78,1239.0,1115.0,947.0,0,0,1,0,0,0,111,619.5
unitech vistas,flat,0.99,6326.0,Super Built up area 1565(145.39 sq.m.),1565.0,3.0,4,2,11.0,,Under Construction,A65916402,sector 70,1565.0,,,0,0,0,0,0,0,0,521.6666666666666
rwa sector 46,house,3.5,21605.0,Plot area 180(150.5 sq.m.),1620.0,4.0,4,2,2.0,South-East,Relatively New,,sector 46,,1620.0,,0,0,0,1,0,2,30,405.0
mahindra luminare,flat,5.5,18182.0,Super Built up area 3025(281.03 sq.m.),3025.0,3.0,3,1,26.0,,Under Construction,V69644728,sector 59,3025.0,,,0,1,0,0,0,0,24,1008.3333333333334
adani m2k oyster grande,flat,2.61,10046.0,Super Built up area 2598(241.36 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2598.0,3.0,3,3,14.0,North-East,Relatively New,I70030056,sector 102,2598.0,2200.0,2000.0,1,1,0,0,0,0,21,866.0
suncity avenue 76,flat,0.75,10204.0,Super Built up area 735(68.28 sq.m.),735.0,2.0,2,2,11.0,,Under Construction,U69653114,sector 76,735.0,,,0,0,0,0,0,0,57,367.5
dlf the primus,flat,2.85,10936.0,Super Built up area 2606(242.11 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2606.0,4.0,4,3+,2.0,North-East,New Property,W69688170,sector 82,2606.0,,1800.0,0,1,0,0,0,1,174,651.5
dlf the skycourt,flat,1.5,7776.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1330 sq.ft. (123.56 sq.m.),1929.0,3.0,3,1,15.0,South-East,Relatively New,U69308792,sector 86,1929.0,1550.0,1330.0,0,0,0,0,0,0,159,643.0
dlf the ultima,flat,2.3,14603.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1575 sq.ft. (146.32 sq.m.),1575.0,3.0,4,3+,27.0,East,Relatively New,T62174546,sector 81,2100.0,,1575.0,0,1,0,0,0,2,119,525.0
shapoorji pallonji joyville gurugram,flat,1.75,9449.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),1852.0,3.0,3,3,10.0,West,Relatively New,V69157428,sector 102,1852.0,,1128.0,1,1,0,1,1,0,49,617.3333333333334
bptp terra,flat,1.79,8981.0,Super Built up area 1998(185.62 sq.m.),1993.0,4.0,3,3,15.0,South-West,Relatively New,S70026262,sector 37,1998.0,,,0,0,0,0,1,2,37,498.25
mapsko royale ville,flat,0.97,5419.0,Super Built up area 1790(166.3 sq.m.),1790.0,3.0,4,2,16.0,North-West,Relatively New,M37314795,sector 82,1790.0,,,0,1,0,0,0,0,95,596.6666666666666
piedmont taksila heights,flat,1.0,6506.0,Carpet area: 1537 (142.79 sq.m.),1537.0,3.0,3,3+,8.0,,Relatively New,E68414772,sector 37c,,,1537.0,0,0,0,0,0,2,49,512.3333333333334
ansal housing highland park,flat,1.1,6243.0,Super Built up area 1762(163.7 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),1762.0,3.0,3,3+,7.0,North-East,New Property,L69361320,sector 103,1762.0,1500.0,1300.0,0,0,0,0,0,0,87,587.3333333333334
smart world orchard,flat,2.1,13752.0,Super Built up area 1549(143.91 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1527.0,3.0,2,3,3.0,South,Under Construction,Z68190980,sector 61,1549.0,,1500.0,0,0,0,0,0,0,146,509.0
orris carnation residency,flat,0.9,4532.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1575 sq.ft. (146.32 sq.m.)Carpet area: 1435 sq.ft. (133.32 sq.m.),1986.0,4.0,4,3,8.0,East,Moderately Old,L69103748,sector 85,1975.0,1575.0,1435.0,0,0,0,0,0,2,40,496.5
independent,house,9.9,49500.0,Built Up area: 2000 (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2000.0,2.0,2,2,3.0,North,Undefined,,sector 105,,2000.0,1800.0,0,0,0,0,0,0,0,1000.0
pivotal devaan,flat,0.3,6667.0,Carpet area: 450 (41.81 sq.m.),450.0,1.0,1,1,14.0,,New Property,F68728864,sector 84,,,450.0,0,0,0,0,0,2,22,450.0
godrej summit,flat,1.2,8299.0,Carpet area: 1446 (134.34 sq.m.),1446.0,3.0,2,3+,16.0,,Relatively New,S51643710,sector 104,,,1446.0,1,0,0,1,0,2,142,482.0
independent,house,4.75,10556.0,Built Up area: 4500 (418.06 sq.m.),4500.0,6.0,7,0,4.0,,Undefined,,sector 1,,4500.0,,0,0,0,0,0,0,0,750.0
umang winter hills,flat,0.99,7857.0,Super Built up area 1260(117.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1260.0,2.0,2,2,1.0,North,Relatively New,S66360270,sector 77,1260.0,,1000.0,0,0,0,0,0,0,97,630.0
sare crescent parc royal greens phase 1,flat,1.0,3713.0,Super Built up area 2020(187.66 sq.m.),2693.0,4.0,4,3,15.0,,New Property,M50541110,sector 92,2020.0,,,0,0,0,0,0,0,31,673.25
alpha corp gurgaonone,flat,1.15,7497.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1534.0,2.0,2,3,8.0,North-East,Relatively New,T69246122,sector 84,1534.0,,1200.0,1,0,0,0,0,2,37,767.0
proxima tower,flat,0.6,4601.0,Super Built up area 1304(121.15 sq.m.),1304.0,2.0,2,3,5.0,,Under Construction,Q32382779,sector 37c,1304.0,,,1,0,0,1,0,0,55,652.0
signature global synera,flat,0.48,8451.0,Super Built up area 657(61.04 sq.m.)Carpet area: 568 sq.ft. (52.77 sq.m.),568.0,2.0,2,1,7.0,South-East,Relatively New,W69403362,sector 81,657.0,,568.0,0,0,0,0,0,2,70,284.0
independent,house,3.5,14787.0,Plot area 263(219.9 sq.m.),2367.0,5.0,4,2,2.0,North,Old Property,,sector 5,,2367.0,,0,0,0,1,1,0,36,473.4
smart world gems,flat,1.0,9033.0,Carpet area: 1107 (102.84 sq.m.),1107.0,2.0,2,2,1.0,,Under Construction,P69385200,sector 89,,,1107.0,1,0,0,0,0,0,38,553.5
suncity avenue,flat,0.47,8935.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),526.0,2.0,2,1,5.0,South-East,Relatively New,J69785340,sector 102,632.0,,532.0,0,0,1,0,0,0,142,263.0
independent,house,5.1,16569.0,Plot area 342(285.96 sq.m.)Built Up area: 125 sq.yards (104.52 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3078.0,3.0,2,0,1.0,East,Old Property,,sector 23,,125.0,100.0,0,0,0,0,1,0,27,1026.0
sobha city,house,10.5,14323.0,Built Up area: 7331 (681.07 sq.m.),7331.0,5.0,4,3+,1.0,East,Undefined,,sector 108,,7331.0,,0,0,0,0,0,0,59,1466.2
independent,house,0.9,11465.0,Plot area 785(72.93 sq.m.),785.0,2.0,4,3,3.0,North-West,Moderately Old,,sector 13,,785.0,,1,1,0,1,1,0,0,392.5
signature global synera,flat,0.39,6500.0,Carpet area: 600 (55.74 sq.m.),600.0,2.0,2,2,6.0,South-West,Relatively New,F68280774,sector 81,,,600.0,0,0,0,0,0,0,37,300.0
independent,house,3.51,12342.0,Plot area 316(264.22 sq.m.),2844.0,4.0,4,3,4.0,North,New Property,,sector 54,,2844.0,,0,1,0,0,0,0,73,711.0
dlf the ultima,flat,2.3,10994.0,Super Built up area 2092(194.35 sq.m.),2092.0,3.0,4,3+,6.0,East,New Property,J69272686,sector 81,2092.0,,,0,1,0,0,0,1,167,697.3333333333334
dlf the primus,flat,1.85,10283.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),1799.0,3.0,3,3+,2.0,South,Relatively New,U69551310,sector 82,1799.0,,1538.0,0,0,0,0,0,2,44,599.6666666666666
ss the leaf,flat,1.09,6663.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1636.0,2.0,2,3,5.0,North-East,Relatively New,M69584914,sector 85,1640.0,1475.0,1350.0,0,0,0,0,0,0,49,818.0
supertech hues,flat,0.93,8611.0,Carpet area: 1080 (100.34 sq.m.),1080.0,2.0,2,2,11.0,,Undefined,A68633102,sector 68,,,1080.0,0,0,0,0,0,0,0,540.0
puri emerald bay,flat,2.25,10465.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),2150.0,3.0,4,3+,4.0,North,Relatively New,W69138046,sector 104,2450.0,,2150.0,0,1,0,0,0,2,159,716.6666666666666
international city by sobha phase 1,house,12.0,20000.0,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),6000.0,5.0,6,3,2.0,North-East,Relatively New,,sector 109,,7000.0,6000.0,1,1,0,0,0,2,154,1200.0
indiabulls centrum park,house,3.25,8125.0,Plot area 4000(371.61 sq.m.),4000.0,4.0,3,3+,20.0,,Under Construction,,sector 103,,4000.0,,0,0,0,0,0,0,51,1000.0
independent,house,2.25,24510.0,Plot area 102(85.28 sq.m.)Built Up area: 90 sq.yards (75.25 sq.m.)Carpet area: 85 sq.yards (71.07 sq.m.),918.0,1.0,3,3,3.0,North-East,Relatively New,,sector 46,,90.0,85.0,1,0,0,0,0,2,35,918.0
dlf new town heights,flat,1.9,6967.0,Super Built up area 2727(253.35 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2727.0,4.0,4,3+,19.0,North-East,Relatively New,R70023498,sector 90,2727.0,,2300.0,0,1,1,0,0,2,174,681.75
ild grand,flat,0.66,5038.0,Built Up area: 1310 (121.7 sq.m.),1310.0,2.0,2,3+,14.0,,Undefined,Y68069556,sector 37c,,1310.0,,0,0,0,0,0,0,60,655.0
saksham welfare association,house,4.7,19848.0,Plot area 220Built Up area: 170 sq.m.Carpet area: 160 sq.m.,2368.0,6.0,6,3+,2.0,West,Old Property,,sector 22,,170.0,160.0,0,0,1,1,0,2,106,394.6666666666667
signature global infinity mall,flat,0.41,6269.0,Built Up area: 654 (60.76 sq.m.),654.0,2.0,2,3,3.0,,Undefined,S68847140,sector 36,,654.0,,0,0,0,0,0,0,0,327.0
emaar mgf palm hills,flat,1.55,7949.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1702 sq.ft. (158.12 sq.m.),1950.0,4.0,4,3+,2.0,North-East,Relatively New,K69961464,sector 77,1950.0,1800.0,1702.0,1,1,0,0,0,1,49,487.5
eldeco mansionz,house,6.0,22222.0,Plot area 300(250.84 sq.m.),2700.0,4.0,4,3+,2.0,East,Moderately Old,,sector 48,,2700.0,,0,1,0,0,0,0,69,675.0
smart world gems,flat,1.2,8433.0,Carpet area: 1423 (132.2 sq.m.),1423.0,3.0,3,2,2.0,North-East,New Property,B68678244,sector 89,,,1423.0,0,0,0,0,0,0,44,474.3333333333333
hsiidc sidco aravali,flat,0.81,3129.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),2589.0,3.0,3,3+,2.0,South-West,Moderately Old,M70128844,sector 1,2588.0,1900.0,1877.0,0,1,0,0,0,0,74,863.0
emaar palm heights,flat,2.25,11250.0,Super Built up area 2000(185.81 sq.m.),2000.0,3.0,3,3,22.0,,New Property,N70141242,sector 77,2000.0,,,0,1,0,0,0,2,42,666.6666666666666
emaar mgf emerald floors premier,flat,2.9,14684.0,Carpet area: 1975 (183.48 sq.m.),1975.0,4.0,4,0,0.0,North,Relatively New,V57733226,sector 65,,,1975.0,0,0,1,0,0,0,50,493.75
meditech apartment,flat,2.45,8167.0,Super Built up area 3000(278.71 sq.m.)Built Up area: 2900 sq.ft. (269.42 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3000.0,4.0,4,3+,1.0,West,Relatively New,W69731300,sector 56,3000.0,2900.0,2800.0,0,0,0,0,1,2,118,750.0
m3m heights,flat,2.29,15980.0,Carpet area: 1433 (133.13 sq.m.),1433.0,2.0,2,3,8.0,,Under Construction,Z68221306,sector 65,,,1433.0,1,0,0,0,0,0,15,716.5
international city by sobha phase 2,house,6.8,12593.0,Plot area 600(501.68 sq.m.),5400.0,4.0,5,3,2.0,North-West,Relatively New,,sector 109,,5400.0,,0,1,0,0,0,0,49,1350.0
dlf city plots,house,17.0,37627.0,Plot area 502(419.74 sq.m.),4518.0,5.0,6,3,2.0,North-West,Old Property,,sector 26,,4518.0,,0,1,1,1,0,2,87,903.6
ireo victory valley,flat,3.15,12847.0,Super Built up area 2452(227.8 sq.m.),2452.0,3.0,4,3+,15.0,South,Relatively New,I68178284,sector 67,2452.0,,,0,1,0,1,0,2,149,817.3333333333334
m3m soulitude,flat,1.25,8784.0,Carpet area: 1423 (132.2 sq.m.),1423.0,3.0,3,2,3.0,,New Property,P69726906,sector 89,,,1423.0,1,0,0,0,0,0,49,474.3333333333333
sunischit apartments,flat,1.75,7955.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),2200.0,3.0,4,3+,5.0,East,Moderately Old,O69835796,sector 54,2200.0,1900.0,1700.0,0,1,0,0,0,2,83,733.3333333333334
signature andour heights,flat,0.37,7400.0,Super Built up area 500(46.45 sq.m.)Built Up area: 425 sq.ft. (39.48 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),500.0,1.0,1,2,2.0,North-East,Relatively New,C57176160,sector 71,500.0,425.0,366.48,0,0,0,0,0,2,37,500.0
ss almeria,flat,1.48,7400.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1294 sq.ft. (120.22 sq.m.),2000.0,3.0,3,2,1.0,South-West,New Property,R68134834,sector 84,2000.0,,1294.0,0,1,1,0,0,2,139,666.6666666666666
emaar gurgaon greens,flat,1.49,9030.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1650.0,3.0,3,3,10.0,North-East,Relatively New,K69714928,sector 102,1650.0,,1022.58,0,0,0,0,0,2,159,550.0
ss the leaf,flat,1.15,10017.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),1148.0,2.0,2,3+,18.0,East,Relatively New,V69884868,sector 85,1640.0,,1148.0,0,0,1,0,0,0,156,574.0
kw royal court,flat,2.0,6250.0,Carpet area: 3200 (297.29 sq.m.),3200.0,5.0,4,3,9.0,East,Old Property,U69795940,sector 39,,,3200.0,0,1,0,0,0,1,49,640.0
raheja vedaanta,flat,0.85,4637.0,Super Built up area 1833(170.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1833.0,3.0,3,2,2.0,North-East,Relatively New,F69668674,sector 108,1833.0,1500.0,1350.0,0,1,0,0,0,0,65,611.0
independent,house,2.9,10741.0,Plot area 2700(250.84 sq.m.),2700.0,7.0,7,3,2.0,South-West,Old Property,,sector 12,,2700.0,,0,0,0,0,0,0,7,385.7142857142857
sidhartha ncr one,flat,0.56,4106.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1364.0,2.0,2,2,10.0,,Undefined,M64213920,sector 95,,1364.0,1200.0,0,0,0,0,0,0,0,682.0
m3m merlin,flat,2.65,12946.0,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),2047.0,3.0,3,3,0.0,North-East,Relatively New,H67972704,sector 67,2047.0,1900.0,1700.0,0,0,0,0,1,2,174,682.3333333333334
international city by sobha phase 2,house,5.65,10463.0,Plot area 600(501.68 sq.m.),5400.0,4.0,4,3+,2.0,North-East,New Property,,sector 109,,5400.0,,0,1,0,0,1,2,44,1350.0
bhagwati sadan,flat,1.15,5750.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),2000.0,3.0,4,2,2.0,,Old Property,W68513490,sector 12a,2500.0,2000.0,1750.0,1,1,0,0,1,2,28,666.6666666666666
sare homes,flat,0.58,4099.0,Super Built up area 1415(131.46 sq.m.),1415.0,3.0,3,3,3.0,North-East,New Property,H51369072,sector 92,1415.0,,,0,0,0,0,0,0,54,471.6666666666667
spaze privy,flat,1.9,9620.0,Built Up area: 1975 (183.48 sq.m.),1975.0,3.0,3,3,10.0,,Undefined,T69753598,sector 72,,1975.0,,0,0,0,0,0,0,0,658.3333333333334
paras dews,flat,1.2,6818.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1760.0,3.0,4,3+,9.0,North-East,Relatively New,X69853706,sector 106,1760.0,1186.0,1130.0,0,1,0,0,0,0,174,586.6666666666666
la vida by tata housing,flat,3.35,12444.0,Carpet area: 2692 (250.09 sq.m.),2692.0,4.0,4,3+,11.0,North-East,Relatively New,K69821840,sector 113,,,2692.0,1,1,0,0,0,0,174,673.0
hsiidc sidco shivalik apartments,flat,0.73,3559.0,Super Built up area 2050(190.45 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2051.0,3.0,3,3+,2.0,South,Moderately Old,Q70128998,sector 1,2050.0,,1400.0,0,1,0,0,0,0,80,683.6666666666666
central park resorts,flat,11.25,28266.0,Carpet area: 3980 (369.75 sq.m.),3980.0,4.0,5,3+,2.0,North-West,Relatively New,Z69174760,sector 48,,,3980.0,0,1,0,1,0,0,45,995.0
puri diplomatic greens,flat,3.4,11525.0,Super Built up area 2950(274.06 sq.m.),2950.0,4.0,5,3+,14.0,East,Relatively New,J61071112,sector 111,2950.0,,,0,1,0,0,0,0,94,737.5
pioneer araya,flat,10.75,19499.0,Super Built up area 5514(512.27 sq.m.),5513.0,5.0,7,3,10.0,North-East,Relatively New,J69118026,sector 62,5514.0,,,0,1,0,0,0,2,153,1102.6
bestech park view sanskruti,flat,1.55,7568.0,Super Built up area 1995(185.34 sq.m.),2048.0,3.0,4,3,16.0,South,Relatively New,X58323596,sector 92,1995.0,,,0,1,0,0,0,2,60,682.6666666666666
emaar mgf the palm drive,flat,3.0,14286.0,Super Built up area 2100(195.1 sq.m.),2100.0,4.0,5,3+,10.0,East,Relatively New,C69202832,sector 66,2100.0,,,0,1,0,0,0,2,49,525.0
vatika signature villas,house,5.0,15432.0,Plot area 360(301.01 sq.m.),3240.0,4.0,4,3+,3.0,East,Relatively New,,sector 82,,3240.0,,0,1,1,1,0,0,24,810.0
supertech araville,flat,1.45,7455.0,Carpet area: 1945 (180.7 sq.m.),1945.0,3.0,3,3,3.0,North,Relatively New,U68283872,sector 79,,,1945.0,0,0,0,0,0,0,0,648.3333333333334
tulip orange,flat,1.0,10309.0,Carpet area: 970 (90.12 sq.m.),970.0,3.0,2,2,3.0,,Moderately Old,F70070030,sector 70,,,970.0,0,0,0,0,0,0,58,323.3333333333333
mapsko mount ville,flat,1.3,8025.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),1620.0,3.0,3,3+,1.0,North-East,Relatively New,C69305780,sector 79,1620.0,,863.91,0,0,0,0,0,2,140,540.0
apex builders,flat,0.42,5600.0,Carpet area: 750 (69.68 sq.m.),750.0,2.0,2,2,4.0,North,Relatively New,I68801870,sector 37c,,,750.0,0,0,0,0,0,0,42,375.0
